Site.ID,Tour.ID,AM_n,AM_b,AH_n,AP_n,AP_b,CM,H_n,H_b,H_iso,PP_n,PP_type,Site.name,Latitude,Longitude,Altitude.x,Air.temp,Air.humidity,Soil.temp,Soil.humidity,Pop_size,Tour_ID,Plant_ID,HpA_plant,Albugo,Necrosis,Used_for,Lat,Long,HpA_site,Altitude.y,Notes,,,,
P0044,AAG,2,1,2,2,1,0,0,0,NA,20,1,Bak2,41.79564,43.46844,1279,14.4,73.9,10.6,14.4,100,AAG,PA0569,0,0,NA,M,41.79564,43.46844,0,1279,"maybe still vegetative, a bit <1 E size, healthy rosette",,,,
P0044,AAG,2,1,2,2,1,0,0,0,NA,20,1,Bak2,41.79564,43.46844,1279,14.4,73.9,10.6,14.4,100,AAG,PA0570,0,0,NA,M,41.79564,43.46844,0,1279,"flowering, but not yet bolting, ca 1 E rosette with bite marks",,,,
P0045,AAG,2,1,2,2,1,0,0,0,NA,20,1,Tsakva1,42.078,43.47482,794,10.7,85.2,,,100,AAG,PA0576,0,NA,NA,M,42.078,43.47482,0,794,,,,,
P0045,AAG,2,1,2,2,1,0,0,0,NA,20,1,Tsakva1,42.078,43.47482,794,10.7,85.2,,,100,AAG,PA0575,0,NA,NA,M,42.078,43.47482,0,794,,,,,
P0046,AAG,2,1,6,2,1,1,6,1,NA,20,1,Tsakva2,42.09771,43.40454,465,11.1,90.6,,,1000,AAG,PA0581,0,NA,NA,M,42.09771,43.40454,1,465,,,,,
P0046,AAG,2,1,6,2,1,1,6,1,NA,20,1,Tsakva2,42.09771,43.40454,465,11.1,90.6,,,1000,AAG,PC0013,0,NA,NA,M,42.09771,43.40454,1,465,,,,,
P0046,AAG,2,1,6,2,1,1,6,1,NA,20,1,Tsakva2,42.09771,43.40454,465,11.1,90.6,,,1000,AAG,PA0577,0,NA,NA,M,42.09771,43.40454,1,465,,,,,
P0047,AAG,1,1,1,1,1,0,0,0,NA,20,1,Persati,42.09343,42.78043,198,14.9,70,15,30.07,50,AAG,PA0598,0,0,NA,M,42.09343,42.78043,0,198,,,,,
P0048,AAG,2,1,4,2,1,1,2,1,NA,20,1,Zestafoni,42.10529,43.03828,158,12.5,85.8,,,5000,AAG,PC0014,0,NA,NA,M,42.10529,43.03828,1,158,,,,,
P0048,AAG,2,1,4,2,1,1,2,1,NA,20,1,Zestafoni,42.10529,43.03828,158,12.5,85.8,,,5000,AAG,PA0588,0,NA,NA,M,42.10529,43.03828,1,158,,,,,
P0048,AAG,2,1,4,2,1,1,2,1,NA,20,1,Zestafoni,42.10529,43.03828,158,12.5,85.8,,,5000,AAG,PA0583,0,NA,NA,M,42.10529,43.03828,1,158,,,,,
P0049,SPB,1,1,1,1,1,1,0,0,NA,20,NA,Pla,41.49955,2.25038,215,9.6,51.6,10.5,1.26,10,SPB,PA0170,NA,NA,NA,M,41.49955,2.25038,0,215,"looks healthy, one leaf with chlorosis",,,,
P0049,SPB,1,1,1,1,1,1,0,0,NA,20,NA,Pla,41.49955,2.25038,215,9.6,51.6,10.5,1.26,10,SPB,PC0049,NA,NA,NA,M,41.49955,2.25038,0,215,,,,,
P0050,SPB,2,1,2,2,1,0,0,0,NA,20,NA,Cab,41.54554,2.39065,139,10.3,62.7,12.6,0.27,50,SPB,PA0177,NA,NA,NA,M,41.54554,2.39065,0,139,"small, looks healthy",,,,
P0050,SPB,2,1,2,2,1,0,0,0,NA,20,NA,Cab,41.54554,2.39065,139,10.3,62.7,12.6,0.27,50,SPB,PA0174,NA,NA,NA,M,41.54554,2.39065,0,139,,,,,
P0051,SPB,2,1,2,2,1,0,0,0,NA,20,NA,LL,41.5901,2.48788,311,8.5,62.1,10,2.48,500,SPB,PA0179,NA,NA,NA,M,41.5901,2.48788,0,311,,,,,
P0051,SPB,2,1,2,2,1,0,0,0,NA,20,NA,LL,41.5901,2.48788,311,8.5,62.1,10,2.48,500,SPB,PA0183,NA,NA,NA,M,41.5901,2.48788,0,311,,,,,
P0051,SPB,2,1,2,2,1,0,0,0,NA,20,NA,LL,41.5901,2.48788,311,8.5,62.1,10,2.48,500,SPB,PC0051,NA,NA,NA,M,41.5901,2.48788,0,311,Heavily infected with downy mildew,,,,
P0052,SPB,2,1,2,2,1,1,2,1,NA,20,NA,Bla-2 (new),41.68125,2.80026,52,7.4,56.1,6.9,-0.47,1000,SPB,PA0187,NA,NA,NA,M,41.68125,2.80026,1,52,"small, bolted",,,,
P0052,SPB,2,1,2,2,1,1,2,1,NA,20,NA,Bla-2 (new),41.68125,2.80026,52,7.4,56.1,6.9,-0.47,1000,SPB,PC0052,NA,NA,NA,M,41.68125,2.80026,1,52,,,,,
P0052,SPB,2,1,2,2,1,1,2,1,NA,20,NA,Bla-2 (new),41.68125,2.80026,52,7.4,56.1,6.9,-0.47,1000,SPB,PA0186,NA,NA,NA,M,41.68125,2.80026,1,52,bolted,,,,
P0053,SPB,2,1,2,2,1,0,0,0,NA,20,NA,Ts-2 (new),41.72021,2.93283,2,20,32.7,21.8,-0.36,1000,SPB,PA0192,NA,NA,1,M,41.72021,2.93283,0,2,"big, flowering, looks sick and chlorotic",,,,
P0053,SPB,2,1,2,2,1,0,0,0,NA,20,NA,Ts-2 (new),41.72021,2.93283,2,20,32.7,21.8,-0.36,1000,SPB,PA0195,NA,NA,NA,M,41.72021,2.93283,0,2,,,,,
P0054,SPB,2,1,2,2,1,0,1,1,NA,20,NA,pCB7,41.72473,2.92705,1,15.7,35.8,17.6,1.51,200,SPB,PA0198,NA,NA,NA,M,41.72473,2.92705,1,1,"stem chopped off, anthocyanin",,,,
P0054,SPB,2,1,2,2,1,0,1,1,NA,20,NA,pCB7,41.72473,2.92705,1,15.7,35.8,17.6,1.51,200,SPB,PA0197,NA,NA,NA,M,41.72473,2.92705,1,1,anthocyanin,,,,
P0054,SPB,2,1,2,2,1,0,1,1,NA,20,NA,pCB7,41.72473,2.92705,1,15.7,35.8,17.6,1.51,200,SPB,PC0054,NA,NA,NA,M,41.72473,2.92705,1,1,,,,,
P0055,SPB,2,1,6,2,1,1,7,1,NA,20,NA,pCB21,41.72872,2.9077,13,15.2,43.6,13.6,1.13,100000,SPB,PA0205,NA,NA,NA,M,41.72872,2.9077,1,13,"healthy, bolted",,,,
P0055,SPB,2,1,6,2,1,1,7,1,NA,20,NA,pCB21,41.72872,2.9077,13,15.2,43.6,13.6,1.13,100000,SPB,PC0055,NA,NA,NA,M,41.72872,2.9077,1,13,,,,,
P0055,SPB,2,1,6,2,1,1,7,1,NA,20,NA,pCB21,41.72872,2.9077,13,15.2,43.6,13.6,1.13,100000,SPB,PA0203,NA,NA,NA,M,41.72872,2.9077,1,13,"bolted, healthy",,,,
P0056,SPB,2,1,2,2,1,1,0,0,NA,20,NA,pCB-0 (new),41.81333,2.89628,131,7.4,68.5,0,5.3,100,SPB,PC0056,NA,NA,NA,M,41.81333,2.89628,0,131,we cutted in pieces for grinding in RNAlater,,,,
P0056,SPB,2,1,2,2,1,1,0,0,NA,20,NA,pCB-0 (new),41.81333,2.89628,131,7.4,68.5,0,5.3,100,SPB,PA0212,NA,NA,NA,M,41.81333,2.89628,0,131,"healthy, bolted, sandy soil, frosted",,,,
P0056,SPB,2,1,2,2,1,1,0,0,NA,20,NA,pCB-0 (new),41.81333,2.89628,131,7.4,68.5,0,5.3,100,SPB,PA0214,NA,NA,NA,M,41.81333,2.89628,0,131,"healthy, bolted, sandy soil, frosted",,,,
P0057,SPB,2,1,2,2,1,1,0,0,NA,19,NA,pCB20,41.98849,2.76073,92,23.5,29.7,21.3,2.69,200,SPB,PA0221,NA,NA,NA,M,41.98849,2.76073,0,92,"bolted, covered by soil",,,,
P0057,SPB,2,1,2,2,1,1,0,0,NA,19,NA,pCB20,41.98849,2.76073,92,23.5,29.7,21.3,2.69,200,SPB,PA0219,NA,NA,NA,M,41.98849,2.76073,0,92,"not bolted, healthy looking",,,,
P0057,SPB,2,1,2,2,1,1,0,0,NA,19,NA,pCB20,41.98849,2.76073,92,23.5,29.7,21.3,2.69,200,SPB,PC0057,NA,NA,NA,M,41.98849,2.76073,0,92,,,,,
P0058,SPB,2,1,2,2,1,1,0,0,NA,40,NA,Mat-0 (new),41.76004,2.69002,58,13.3,56.1,11.6,0.38,100,SPB,PC0058,NA,NA,NA,M,41.76004,2.69002,0,58,we cutted in pieces for grinding in RNAlater,,,,
P0058,SPB,2,1,2,2,1,1,0,0,NA,40,NA,Mat-0 (new),41.76004,2.69002,58,13.3,56.1,11.6,0.38,100,SPB,PA0226,NA,NA,NA,M,41.76004,2.69002,0,58,"a bit of chlorosis, no bolting",,,,
P0058,SPB,2,1,2,2,1,1,0,0,NA,40,NA,Mat-0 (new),41.76004,2.69002,58,13.3,56.1,11.6,0.38,100,SPB,PA0227,NA,NA,NA,M,41.76004,2.69002,0,58,"bolting, hervivory",,,,
P0059,SPB,1,1,1,1,1,0,0,0,NA,4,NA,Sfb-0 (new),41.78333,2.56798,257,9.7,63.5,9.8,2.14,20,SPB,PA0232,NA,NA,NA,M,41.78333,2.56798,0,257,some herbivory,,,,
P0060,FRS,2,1,0,2,1,1,0,0,NA,20,1,MOU2-25,43.96732,4.23756,69,25.9,41.9,24.3,0.8,200,FRS,PA0283,0,0,0,M,43.96732,4.23756,0,69,"Small plants, flowering",,,,
P0060,FRS,2,1,0,2,1,1,0,0,NA,20,1,MOU2-25,43.96732,4.23756,69,25.9,41.9,24.3,0.8,200,FRS,PA0282,0,0,0,M,43.96732,4.23756,0,69,"Big plants, probably because fertilizer, flowering",,,,
P0060,FRS,2,1,0,2,1,1,0,0,NA,20,1,MOU2-25,43.96732,4.23756,69,25.9,41.9,24.3,0.8,200,FRS,PC0109,NA,NA,NA,M,43.96732,4.23756,0,69,"Flowering, Big",,,,
P0061,FRS,2,1,2,2,1,1,2,1,NA,20,1,Noz-6,43.97561,4.20833,94,25.4,37.1,24,5,1000,FRS,PC0110,NA,NA,NA,M,43.97561,4.20833,1,94,"Flowering, medium",,,,
P0061,FRS,2,1,2,2,1,1,2,1,NA,20,1,Noz-6,43.97561,4.20833,94,25.4,37.1,24,5,1000,FRS,PA0285,0,0,0,M,43.97561,4.20833,1,94,"Small plants, not flowering, no infection",,,,
P0061,FRS,2,1,2,2,1,1,2,1,NA,20,1,Noz-6,43.97561,4.20833,94,25.4,37.1,24,5,1000,FRS,PA0290,0,0,0,M,43.97561,4.20833,1,94,"Medium size, already flowering, no infection",,,,
P0062,FRS,2,1,0,2,1,1,0,0,NA,19,1,Qui-8,43.91103,4.00467,88,19.7,37.5,19.2,10.08,100,FRS,PA0291,0,0,0,M,43.91103,4.00467,0,88,"Medium size, already flowering, some leaf eaten by insect/slug",,,,
P0062,FRS,2,1,0,2,1,1,0,0,NA,19,1,Qui-8,43.91103,4.00467,88,19.7,37.5,19.2,10.08,100,FRS,PC0111,NA,NA,NA,M,43.91103,4.00467,0,88,"Flowering, medium",,,,
P0062,FRS,2,1,0,2,1,1,0,0,NA,19,1,Qui-8,43.91103,4.00467,88,19.7,37.5,19.2,10.08,100,FRS,PA0292,0,0,0,M,43.91103,4.00467,0,88,"Small, already flowering",,,,
P0063,FRS,2,1,0,2,1,0,0,0,NA,19,1,LEC-25,43.84925,4.02346,125,19.5,39.7,22,3.08,500,FRS,PA0297,0,0,0,M,43.84925,4.02346,0,125,"Small, flowering",,,,
P0063,FRS,2,1,0,2,1,0,0,0,NA,19,1,LEC-25,43.84925,4.02346,125,19.5,39.7,22,3.08,500,FRS,PA0295,0,0,0,M,43.84925,4.02346,0,125,"small, flowering",,,,
P0064,FRS,2,1,0,2,1,1,0,0,NA,20,1,ISS-20,43.83829,3.70065,180,17,45.4,14.2,4.16,1000,FRS,PC0112,NA,NA,NA,M,43.83829,3.70065,0,180,"Not flowering, medium",,,,
P0064,FRS,2,1,0,2,1,1,0,0,NA,20,1,ISS-20,43.83829,3.70065,180,17,45.4,14.2,4.16,1000,FRS,PA0302,0,0,0,M,43.83829,3.70065,0,180,"Small, not flowering yet, looks purple-ish",,,,
P0064,FRS,2,1,0,2,1,1,0,0,NA,20,1,ISS-20,43.83829,3.70065,180,17,45.4,14.2,4.16,1000,FRS,PA0300,0,0,0,M,43.83829,3.70065,0,180,"Small., flowering, leaf looks purple-ish",,,,
P0065,FRS,2,1,0,2,1,1,0,0,NA,20,1,VED-10,43.56131,3.82113,27,17.1,47.1,18.2,3.16,1000,FRS,PA0303,0,0,0,M,43.56131,3.82113,0,27,"Medium size, already flowering, looks green",,,,
P0065,FRS,2,1,0,2,1,1,0,0,NA,20,1,VED-10,43.56131,3.82113,27,17.1,47.1,18.2,3.16,1000,FRS,PA0305,0,0,0,M,43.56131,3.82113,0,27,"Small, flowering, looks green",,,,
P0065,FRS,2,1,0,2,1,1,0,0,NA,20,1,VED-10,43.56131,3.82113,27,17.1,47.1,18.2,3.16,1000,FRS,PC0113,NA,NA,NA,M,43.56131,3.82113,0,27,"Bolting, medium",,,,
P0066,FRS,2,1,0,2,1,1,0,0,NA,17,4,Et-0,44.64323,2.56623,252,16.3,45.6,13.3,7.69,50,FRS,PA0314,0,0,0,M,44.64323,2.56623,0,252,"Small, green, flowering",,,,
P0066,FRS,2,1,0,2,1,1,0,0,NA,17,4,Et-0,44.64323,2.56623,252,16.3,45.6,13.3,7.69,50,FRS,PC0114,NA,NA,NA,M,44.64323,2.56623,0,252,"Not flowering, Big",,,,
P0066,FRS,2,1,0,2,1,1,0,0,NA,17,4,Et-0,44.64323,2.56623,252,16.3,45.6,13.3,7.69,50,FRS,PA0311,0,0,0,M,44.64323,2.56623,0,252,"Small, flowering, looks green",,,,
P0067,FRS,2,1,2,2,1,1,2,1,NA,7,2,Ag-0,44.99942,1.30068,239,11.2,50.1,10.7,16.41,10000,FRS,PA0317,0,0,0,M,44.99942,1.30068,1,239,"Small, looks green, early flowering",,,,
P0067,FRS,2,1,2,2,1,1,2,1,NA,7,2,Ag-0,44.99942,1.30068,239,11.2,50.1,10.7,16.41,10000,FRS,PA0318,0,0,0,M,44.99942,1.30068,1,239,"Small, looks green, just start bolting",,,,
P0067,FRS,2,1,2,2,1,1,2,1,NA,7,2,Ag-0,44.99942,1.30068,239,11.2,50.1,10.7,16.41,10000,FRS,PC0115,NA,NA,NA,M,44.99942,1.30068,1,239,"Flowering, Big",,,,
P0068,FRS,2,1,2,2,1,1,2,1,NA,20,1,CUR-2,45.00064,1.74917,132,22.6,29.5,24.9,16.9,50,FRS,PC0116,NA,NA,NA,M,45.00064,1.74917,1,132,"Bolting, medium",,,,
P0068,FRS,2,1,2,2,1,1,2,1,NA,20,1,CUR-2,45.00064,1.74917,132,22.6,29.5,24.9,16.9,50,FRS,PA0322,0,0,0,M,45.00064,1.74917,1,132,"Small, already flowering, look purple-ish",,,,
P0068,FRS,2,1,2,2,1,1,2,1,NA,20,1,CUR-2,45.00064,1.74917,132,22.6,29.5,24.9,16.9,50,FRS,PA0321,0,0,0,M,45.00064,1.74917,1,132,"Big, looks green, already flowering",,,,
P0069,FRS,2,1,0,2,1,1,0,0,NA,19,2,ALL-1,45.26641,1.48244,258,11.7,36.1,14,8.46,500,FRS,PA0328,0,0,0,M,45.26641,1.48244,0,258,"Medium size, looks green, already flowering",,,,
P0069,FRS,2,1,0,2,1,1,0,0,NA,19,2,ALL-1,45.26641,1.48244,258,11.7,36.1,14,8.46,500,FRS,PA0329,0,0,0,M,45.26641,1.48244,0,258,"Medium size, looks green, bolting",,,,
P0069,FRS,2,1,0,2,1,1,0,0,NA,19,2,ALL-1,45.26641,1.48244,258,11.7,36.1,14,8.46,500,FRS,PC0117,NA,NA,NA,M,45.26641,1.48244,0,258,"Flowering, Big",,,,
P0071,FRS,2,1,0,2,1,0,0,0,NA,1,2,FRS-1 (new),45.19445,4.95468,233,12.8,26.3,12.9,6.72,50,FRS,PA0332,0,0,0,M,45.19445,4.95468,0,233,"Small, flowering, look purple-ish",,,,
P0071,FRS,2,1,0,2,1,0,0,0,NA,1,2,FRS-1 (new),45.19445,4.95468,233,12.8,26.3,12.9,6.72,50,FRS,PA0335,0,0,0,M,45.19445,4.95468,0,233,"Small, flowering, looks purple-ish",,,,
P0072,FRS,2,1,0,2,1,1,0,0,NA,0,0,ROM-1,45.53347,4.85027,266,14.1,32.3,23.5,7.26,50,FRS,PA0436,0,0,0,M,45.53347,4.85027,0,266,"Medium size, bolting, green",,,,
P0072,FRS,2,1,0,2,1,1,0,0,NA,0,0,ROM-1,45.53347,4.85027,266,14.1,32.3,23.5,7.26,50,FRS,PC0118,NA,NA,NA,M,45.53347,4.85027,0,266,"Flowering, Medium",,,,
P0072,FRS,2,1,0,2,1,1,0,0,NA,0,0,ROM-1,45.53347,4.85027,266,14.1,32.3,23.5,7.26,50,FRS,PA0435,0,0,0,M,45.53347,4.85027,0,266,"Very small, bolting, green",,,,
P0073,GEN,2,1,3,2,1,1,3,1,NA,20,1,Einig,50.29125,7.26436,311,13.4,79.4,18,9.68,100,GEN,PA0469,NA,NA,NA,M,50.29125,7.26436,1,311,flowering,,,,
P0073,GEN,2,1,3,2,1,1,3,1,NA,20,1,Einig,50.29125,7.26436,311,13.4,79.4,18,9.68,100,GEN,PA0464,NA,NA,NA,M,50.29125,7.26436,1,311,vegetative,,,,
P0073,GEN,2,1,3,2,1,1,3,1,NA,20,1,Einig,50.29125,7.26436,311,13.4,79.4,18,9.68,100,GEN,PC0122,NA,NA,NA,M,50.29125,7.26436,1,311,vegetative,,,,
P0074,GEN,2,1,3,2,1,1,3,1,NA,20,1,Limburg Dom,50.38839,8.06598,144,18.7,61.5,17.8,15.77,500,GEN,PA0472,NA,NA,NA,M,50.38839,8.06598,1,144,,,,,
P0074,GEN,2,1,3,2,1,1,3,1,NA,20,1,Limburg Dom,50.38839,8.06598,144,18.7,61.5,17.8,15.77,500,GEN,PC0123,NA,NA,NA,M,50.38839,8.06598,1,144,,,,,
P0074,GEN,2,1,3,2,1,1,3,1,NA,20,1,Limburg Dom,50.38839,8.06598,144,18.7,61.5,17.8,15.77,500,GEN,PA0473,NA,NA,NA,M,50.38839,8.06598,1,144,,,,,
P0075,GEN,2,1,2,2,1,1,2,1,NA,20,1,Frankfurt Schwanheimer D�_ne,50.0905,8.56435,83,24.9,56.4,22.1,4.65,300,GEN,PA0480,NA,NA,NA,M,50.0905,8.56435,1,83,,,,,
P0075,GEN,2,1,2,2,1,1,2,1,NA,20,1,Frankfurt Schwanheimer D�_ne,50.0905,8.56435,83,24.9,56.4,22.1,4.65,300,GEN,PC0125,NA,NA,NA,M,50.0905,8.56435,1,83,,,,,
P0075,GEN,2,1,2,2,1,1,2,1,NA,20,1,Frankfurt Schwanheimer D�_ne,50.0905,8.56435,83,24.9,56.4,22.1,4.65,300,GEN,PA0479,NA,NA,NA,M,50.0905,8.56435,1,83,,,,,
P0076,CSA,2,1,2,2,1,0,1,1,NA,20,1,Rab,48.21421,13.5169,444,13.6,81.4,15.9,7.97,100,CSA,PA0501,0,0,1,M,48.21421,13.5169,1,444,"small, accidentally decapitated",,,,
P0076,CSA,2,1,2,2,1,0,1,1,NA,20,1,Rab,48.21421,13.5169,444,13.6,81.4,15.9,7.97,100,CSA,PA0498,0,0,0,M,48.21421,13.5169,1,444,"small, flowering, reddish leaves",,,,
P0077,CSA,2,1,2,2,1,1,1,1,NA,20,1,Atze,48.19236,13.3884,471,16,71.9,15,45.15,1000,CSA,PA0504,0,0,0,M,48.19236,13.38836,1,471,late flowering,,,,
P0077,CSA,2,1,2,2,1,1,1,1,NA,20,1,Atze,48.19236,13.3884,471,16,71.9,15,45.15,1000,CSA,PA0685,0,0,0,M,48.19236,13.38836,1,471,very pretty,,,,
P0077,CSA,2,1,2,2,1,1,1,1,NA,20,1,Atze,48.19236,13.3884,471,16,71.9,15,45.15,1000,CSA,PC0127,0,0,0,M,48.19238,13.38832,1,471,"small and flowering, in the middle of the field",,,,
P0078,CSA,2,1,2,2,1,1,0,0,NA,20,1,Guschl,48.35806,13.69856,439,16,75.1,15.4,18.39,800,CSA,PA0691,0,0,NA,M,48.35802,13.69856,0,439,bolting,,,,
P0078,CSA,2,1,2,2,1,1,0,0,NA,20,1,Guschl,48.35806,13.69856,439,16,75.1,15.4,18.39,800,CSA,PC0128,0,0,0,M,48.35823,13.69829,0,439,,,,,
P0078,CSA,2,1,2,2,1,1,0,0,NA,20,1,Guschl,48.35806,13.69856,439,16,75.1,15.4,18.39,800,CSA,PA0692,0,0,0,M,48.35801,13.69853,0,439,flowering,,,,
P0079,CSA,1,1,1,1,1,0,0,0,NA,20,1,Puch1,48.32721,14.71513,657,20.3,60.6,12.7,9.39,50,CSA,PA0694,0,0,1,M,48.32721,14.71513,0,657,"small and stressed, flowering",,,,
P0080,CSA,2,1,4,2,1,1,7,1,NA,20,1,OOE,48.33204,14.71572,596,21.1,54.9,23.4,16.82,100000,CSA,PC0129,0,0,0,M,48.33207,14.71572,1,596,"big, healthy, flowering",,,,
P0080,CSA,2,1,4,2,1,1,7,1,NA,20,1,OOE,48.33204,14.71572,596,21.1,54.9,23.4,16.82,100000,CSA,PA0882,1,0,0,M,48.33208,14.71581,1,596,"smallish, flowering, branched inflorescences",,,,
P0080,CSA,2,1,4,2,1,1,7,1,NA,20,1,OOE,48.33204,14.71572,596,21.1,54.9,23.4,16.82,100000,CSA,PA0881,0,0,1,M,48.33207,14.71572,1,596,"small, flowering, healthy looking",,,,
P0081,CSA,2,1,2,2,1,0,2,1,NA,20,1,Egel,48.42641,15.56995,363,23,46.1,20.9,40.19,100000,CSA,PA0890,0,0,0,M,48.42641,15.56995,1,363,flowering,,,,
P0081,CSA,2,1,2,2,1,0,2,1,NA,20,1,Egel,48.42641,15.56995,363,23,46.1,20.9,40.19,100000,CSA,PA0889,1,0,0,M,48.42646,15.56987,1,363,"one rosette leaf healvily sporulating, small, flowering, some red/yellow leaves",,,,
P0082,CSA,2,1,2,2,1,1,2,1,NA,20,1,Udu,49.27734,16.63,432,21,51.6,17.4,26.6,500,CSA,PA0895,0,0,1,M,49.27734,16.63,1,432,"small, flowering, healthy",,,,
P0082,CSA,2,1,2,2,1,1,2,1,NA,20,1,Udu,49.27734,16.63,432,21,51.6,17.4,26.6,500,CSA,PC0130,0,0,0,M,49.27726,16.63096,1,432,"medium, healthy looking, flowering, next to other smaller ones",,,,
P0082,CSA,2,1,2,2,1,1,2,1,NA,20,1,Udu,49.27734,16.63,432,21,51.6,17.4,26.6,500,CSA,PA0896,0,0,0,M,49.27725,16.63093,1,432,"small, flowering, healthy, herbivory",,,,
P0083,CSA,1,1,1,1,1,0,0,0,NA,10,1,Horska,49.30572,16.6231,497,23.5,41.8,22.7,29.9,300,CSA,PA0898,0,0,0,M,49.30572,16.6231,0,497,"big rosette, late flowering, healthy",,,,
P0084,CSA,2,1,2,2,1,1,4,1,NA,20,1,Draha,49.40779,16.27657,495,26.3,38,26.4,17.2,1000,CSA,PC0131,0,0,1,M,49.40764,16.27661,1,495,"healthy looking, herbivory",,,,
P0084,CSA,2,1,2,2,1,1,4,1,NA,20,1,Draha,49.40779,16.27657,495,26.3,38,26.4,17.2,1000,CSA,PA0903,1,0,1,M,49.40779,16.27656,1,495,"medium, flowering, between two others",,,,
P0084,CSA,2,1,2,2,1,1,4,1,NA,20,1,Draha,49.40779,16.27657,495,26.3,38,26.4,17.2,1000,CSA,PA0902,1,0,1,M,49.40778,16.27651,1,495,"small, flowering, herbivory",,,,
P0085,CSA,2,1,2,2,1,1,2,1,NA,20,1,Komo,49.50828,15.32867,558,25.9,30.7,19.5,7.97,1000,CSA,PA0909,0,0,0,M,49.50829,15.32866,1,558,"small, bolting, healthy",,,,
P0085,CSA,2,1,2,2,1,1,2,1,NA,20,1,Komo,49.50828,15.32867,558,25.9,30.7,19.5,7.97,1000,CSA,PC0132,0,0,0,M,49.50827,15.32863,1,558,"smallish, just started bolting, healthy",,,,
P0085,CSA,2,1,2,2,1,1,2,1,NA,20,1,Komo,49.50828,15.32867,558,25.9,30.7,19.5,7.97,1000,CSA,PA0908,0,0,1,M,49.5083,15.32869,1,558,"small, bolting, healthy",,,,
P0086,CSA,2,1,2,2,1,0,0,0,NA,20,1,Tren,49.8593,13.83345,396,28.2,35.2,21.7,23.5,100,CSA,PA0915,0,0,0,M,49.85926,13.83335,0,396,"small, healthy looking, bolting, next to group of fowering A.th.",,,,
P0086,CSA,2,1,2,2,1,0,0,0,NA,20,1,Tren,49.8593,13.83345,396,28.2,35.2,21.7,23.5,100,CSA,PA0913,0,0,1,M,49.8593,13.83349,0,396,"small, stressed, flowering, growing between others, next to dog shit",,,,
P0087,CSA,2,1,3,2,1,1,3,1,NA,20,1,Kra,49.9842,13.41717,526,26.8,47.3,17,18.2,500,CSA,PA0923,0,0,1,M,49.98418,13.41717,1,526,"medium, flowering, herbivory",,,,
P0087,CSA,2,1,3,2,1,1,3,1,NA,20,1,Kra,49.9842,13.41717,526,26.8,47.3,17,18.2,500,CSA,PA0924,0,0,0,M,49.98421,13.41717,1,526,"small, flowering, between rocks, healthy looking",,,,
P0087,CSA,2,1,3,2,1,1,3,1,NA,20,1,Kra,49.9842,13.41717,526,26.8,47.3,17,18.2,500,CSA,PC0133,0,0,0,M,49.98421,13.41717,1,526,"big, healthy, flowering",,,,
P0088,CSA,2,1,2,2,1,1,2,1,NA,6,4,ULI,49.76254,13.10185,446,28.6,50.1,21.2,30.5,200,CSA,PA0930,0,0,0,M,49.76264,13.10176,1,446,"small, stressed, flowering, herbivory",,,,
P0088,CSA,2,1,2,2,1,1,2,1,NA,6,4,ULI,49.76254,13.10185,446,28.6,50.1,21.2,30.5,200,CSA,PA0929,0,0,1,M,49.76263,13.1018,1,446,"small, flowering, red rosette",,,,
P0088,CSA,2,1,2,2,1,1,2,1,NA,6,4,ULI,49.76254,13.10185,446,28.6,50.1,21.2,30.5,200,CSA,PC0134,0,0,1,M,49.7626,13.10179,1,446,"small, stressed, flowering, herbivory",,,,
P0089,BNE,2,1,2,2,1,1,0,0,NA,20,1,Wageningen,51.9669,5.66569,15,15,69.6,14.8,3.91,200,BNE,PC0135,0,NA,NA,M,51.9669,5.66569,0,15,flowering,,,,
P0089,BNE,2,1,2,2,1,1,0,0,NA,20,1,Wageningen,51.9669,5.66569,15,15,69.6,14.8,3.91,200,BNE,PA0829,0,NA,NA,M,51.9669,5.66569,0,15,flowering,,,,
P0089,BNE,2,1,2,2,1,1,0,0,NA,20,1,Wageningen,51.9669,5.66569,15,15,69.6,14.8,3.91,200,BNE,PA0826,0,NA,NA,M,51.9669,5.66569,0,15,flowering,,,,
P0090,BNE,2,1,2,2,1,1,0,0,NA,20,1,Renkum,51.97493,5.7356,19,18,59.4,15.3,0.84,5000,BNE,PC0136,0,NA,NA,M,51.97493,5.7356,0,19,flowering,,,,
P0090,BNE,2,1,2,2,1,1,0,0,NA,20,1,Renkum,51.97493,5.7356,19,18,59.4,15.3,0.84,5000,BNE,PA0933,0,NA,NA,M,51.97493,5.7356,0,19,flowering,,,,
P0090,BNE,2,1,2,2,1,1,0,0,NA,20,1,Renkum,51.97493,5.7356,19,18,59.4,15.3,0.84,5000,BNE,PA0935,0,NA,NA,M,51.97493,5.7356,0,19,flowering,,,,
P0091,BNE,2,1,2,2,1,0,0,0,NA,20,1,Appeltern,51.83523,5.58604,-2,15.1,67.7,16,2.66,2000,BNE,PA0939,0,NA,NA,M,51.83523,5.58604,0,-2,flowering,,,,
P0091,BNE,2,1,2,2,1,0,0,0,NA,20,1,Appeltern,51.83523,5.58604,-2,15.1,67.7,16,2.66,2000,BNE,PA0940,0,NA,NA,M,51.83523,5.58604,0,-2,flowering,,,,
