Site.ID,Tour.ID,AM_n,AM_b,AH_n,AP_n,AP_b,CM,H_n,H_b,H_iso,PP_n,PP_type,Site.name,Latitude,Longitude,Altitude.x,Air.temp,Air.humidity,Soil.temp,Soil.humidity,Pop_size,Tour_ID,Plant_ID,HpA_plant,Albugo,Necrosis,Used_for,Lat,Long,HpA_site,Altitude.y,Notes,,,,
P0145,FRN,2,1,2,2,1,1,0,0,NA,1,2,LDV,48.51785,-4.06526,90,14.9,66.1,12.5,33.55,100,FRN,PA0603,0,0,0,M,48.51785,-4.06526,0,90,"spring cohort, bright green",,,,
P0145,FRN,2,1,2,2,1,1,0,0,NA,1,2,LDV,48.51785,-4.06526,90,14.9,66.1,12.5,33.55,100,FRN,PC0076,0,0,0,M,48.51785,-4.06526,0,90,"Not the intended species, but highly abundant",,,,
P0145,FRN,2,1,2,2,1,1,0,0,NA,1,2,LDV,48.51785,-4.06526,90,14.9,66.1,12.5,33.55,100,FRN,PA0601,0,0,0,M,48.51785,-4.06526,0,90,"dark green with purple tint, vegetative",,,,
P0146,FRN,2,1,2,2,1,0,0,0,NA,20,2,MOG,48.66685,-4.06705,45,16,52.2,18,11.45,20,FRN,PA0607,0,0,0,M,48.66685,-4.06705,0,45,"flowering, cut rosette",,,,
P0146,FRN,2,1,2,2,1,0,0,0,NA,20,2,MOG,48.66685,-4.06705,45,16,52.2,18,11.45,20,FRN,PA0610,0,0,0,M,48.66624,-4.06754,0,45,"flowering, cut rosette",,,,
P0147,FRN,2,1,2,2,1,1,0,0,NA,20,1,CAM,48.2679,-4.58567,39,12.8,60.8,9.3,18.22,20,FRN,PA0613,0,0,0,M,48.2679,-4.58567,0,39,non-flowering,,,,
P0147,FRN,2,1,2,2,1,1,0,0,NA,20,1,CAM,48.2679,-4.58567,39,12.8,60.8,9.3,18.22,20,FRN,PC0077,0,0,0,M,48.2679,-4.58567,0,39,Finally the correct species,,,,
P0147,FRN,2,1,2,2,1,1,0,0,NA,20,1,CAM,48.2679,-4.58567,39,12.8,60.8,9.3,18.22,20,FRN,PA0616,0,0,0,M,48.2679,-4.58567,0,39,"flowering, cut rosette",,,,
P0148,FRN,2,1,4,2,1,0,0,0,NA,20,1,VNS,47.6455,-2.76859,15,15.5,63.5,11.2,29.79,100,FRN,PA0620,0,0,NA,M,47.6455,-2.76859,0,15,,,,,
P0148,FRN,2,1,4,2,1,0,0,0,NA,20,1,VNS,47.6455,-2.76859,15,15.5,63.5,11.2,29.79,100,FRN,PA0619,0,0,NA,M,47.6455,-2.76859,0,15,,,,,
P0149,FRN,2,1,3,2,1,2,0,0,NA,20,3,NTS,47.21975,-1.53567,-163,18.4,49.9,NA,NA,100,FRN,PA0629,0,0,NA,M,47.21975,-1.53567,0,100,Vegetative,,,,
P0149,FRN,2,1,3,2,1,2,0,0,NA,20,3,NTS,47.21975,-1.53567,-163,18.4,49.9,NA,NA,100,FRN,PA0628,0,0,NA,M,47.21975,-1.53567,0,100,"Floral meristem initiated,Bolt<0.5cm",,,,
P0150,FRN,2,1,2,2,1,0,0,0,NA,20,1,Ange-1,47.4757,-0.55217,24,8.6,75.8,NA,,NA,FRN,PA0636,0,0,NA,M,47.4757,-0.55217,0,24,Vegetative,,,,
P0150,FRN,2,1,2,2,1,0,0,0,NA,20,1,Ange-1,47.4757,-0.55217,24,8.6,75.8,NA,,NA,FRN,PA0635,0,0,NA,M,47.4757,-0.55217,0,24,Vegetative,,,,
P0151,FRN,2,1,4,2,1,1,0,0,NA,20,1,NNS,47.26093,-0.01284,21,16.7,57.8,20.7,27.06,30,FRN,PA0641,NA,NA,NA,M,47.26093,-0.01284,0,21,Collected warehouse-side,,,,
P0151,FRN,2,1,4,2,1,1,0,0,NA,20,1,NNS,47.26093,-0.01284,21,16.7,57.8,20.7,27.06,30,FRN,PC0078,NA,NA,NA,M,47.26093,-0.01284,0,21,Collected warehouse-side,,,,
P0151,FRN,2,1,4,2,1,1,0,0,NA,20,1,NNS,47.26093,-0.01284,21,16.7,57.8,20.7,27.06,30,FRN,PA0648,NA,NA,NA,M,47.26093,-0.01284,0,21,Collected from the field side across the street,,,,
P0152,FRN,2,1,2,2,1,2,0,0,NA,20,1,BSO,48.61082,2.30889,71,16.1,47.4,NA,NA,50,FRN,PA0650,0,0,NA,M,48.61082,2.30889,0,71,Bolting,,,,
P0152,FRN,2,1,2,2,1,2,0,0,NA,20,1,BSO,48.61082,2.30889,71,16.1,47.4,NA,NA,50,FRN,PA0649,0,0,NA,M,48.61082,2.30889,0,71,Bolting,,,,
P0153,FRN,2,1,6,2,1,0,3,1,NA,20,1,VSL,48.80611,2.16515,113,14.3,52.8,11.1,25.29,100,FRN,PA0655,1,NA,NA,M,48.80611,2.16515,1,113,"Looks green and healthy, only saw HPA on the back side of a leave after the plant was cut an sampled for metageoome",,,,
P0153,FRN,2,1,6,2,1,0,3,1,NA,20,1,VSL,48.80611,2.16515,113,14.3,52.8,11.1,25.29,100,FRN,PA0656,0,NA,NA,M,48.80611,2.16515,1,113,,,,,
P0154,FRN,2,1,2,2,1,1,0,0,NA,20,1,Cuv,48.84444,2.35691,34,14.1,47.5,11.1,16.37,30,FRN,PA0664,0,NA,NA,M,48.84444,2.35691,0,34,"All plants looed the same , not too healthy,, not clear of infection either.",,,,
P0154,FRN,2,1,2,2,1,1,0,0,NA,20,1,Cuv,48.84444,2.35691,34,14.1,47.5,11.1,16.37,30,FRN,PC0079,NA,NA,NA,M,48.84444,2.35691,0,34,,,,,
P0154,FRN,2,1,2,2,1,1,0,0,NA,20,1,Cuv,48.84444,2.35691,34,14.1,47.5,11.1,16.37,30,FRN,PA0663,0,NA,NA,M,48.84444,2.35691,0,34,"All plants looed the same , not too healthy,, not clear of infection either.",,,,
P0155,FRN,1,1,1,1,1,0,0,0,NA,0,0,VEZ,48.80338,3.46323,146,18.5,51.2,14.7,28.15,6,FRN,PA0669,0,NA,NA,M,48.80338,3.46323,0,146,vegetative,,,,
P0156,FRN,1,1,1,1,1,1,0,0,NA,20,1,CMP,48.96777,4.38613,128,19.1,47.1,12.1,16.04,6,FRN,PA0672,0,NA,NA,M,48.96777,4.38613,0,128,"Yellowish leaves, no visibe infection",,,,
P0156,FRN,1,1,1,1,1,1,0,0,NA,20,1,CMP,48.96777,4.38613,128,19.1,47.1,12.1,16.04,6,FRN,PC0080,NA,NA,NA,M,48.96777,4.38613,0,128,"Yellowish leaves, no visible infection",,,,
P0157,FRN,2,1,2,2,1,0,0,0,NA,20,1,AVX-1,48.56088,7.50467,169,23.7,35.5,NA,NA,50,FRN,PA0675,NA,NA,NA,M,48.56088,7.50467,0,169,"Purple, flowering, no seedset yet",,,,
P0157,FRN,2,1,2,2,1,0,0,0,NA,20,1,AVX-1,48.56088,7.50467,169,23.7,35.5,NA,NA,50,FRN,PA0676,NA,NA,NA,M,48.56088,7.50467,0,169,"Purple, flowering, no seedset yet",,,,
P0158,GEN,2,1,2,2,1,1,2,1,NA,20,1,HH-Moorfleet,53.49497,10.11113,-3,11.2,75.7,10.5,4.97,100,GEN,PA0795,NA,NA,NA,M,53.49497,10.11113,1,-3,flowering,,,,
P0158,GEN,2,1,2,2,1,1,2,1,NA,20,1,HH-Moorfleet,53.49497,10.11113,-3,11.2,75.7,10.5,4.97,100,GEN,PC0082,NA,NA,NA,M,53.49497,10.11113,1,-3,flowering,,,,
P0158,GEN,2,1,2,2,1,1,2,1,NA,20,1,HH-Moorfleet,53.49497,10.11113,-3,11.2,75.7,10.5,4.97,100,GEN,PA0797,NA,NA,NA,M,53.49497,10.11113,1,-3,flowering,,,,
P0159,GEN,2,1,2,2,1,0,0,0,NA,20,1,Matzlow-Gar,53.45987,11.66125,31,12.7,83.2,11.1,6.57,500,GEN,PA0493,0,NA,NA,M,53.45987,11.66125,0,31,bolting,,,,
P0159,GEN,2,1,2,2,1,0,0,0,NA,20,1,Matzlow-Gar,53.45987,11.66125,31,12.7,83.2,11.1,6.57,500,GEN,PA0492,0,NA,NA,M,53.45987,11.66125,0,31,bolting,,,,
P0160,GEN,2,1,3,2,1,1,0,0,NA,20,1,Eiskeller,52.58358,13.13688,19,27.8,43.8,27.9,7.91,300,GEN,PA0485,NA,NA,NA,M,52.58358,13.13688,0,19,bolting,,,,
P0160,GEN,2,1,3,2,1,1,0,0,NA,20,1,Eiskeller,52.58358,13.13688,19,27.8,43.8,27.9,7.91,300,GEN,PC0083,NA,NA,NA,M,52.58358,13.13688,0,19,vegetative,,,,
P0160,GEN,2,1,3,2,1,1,0,0,NA,20,1,Eiskeller,52.58358,13.13688,19,27.8,43.8,27.9,7.91,300,GEN,PA0484,NA,NA,NA,M,52.58358,13.13688,0,19,bolting,,,,
P0161,GEN,2,1,3,2,1,1,2,1,NA,20,1,DD-Fraunh.,,51.1011,13.77745,205,14.3,85.9,13.5,23.07,1000,GEN,PC0084,NA,NA,NA,M,51.1011,13.77745,1,205,vegetative,,,
P0161,GEN,2,1,3,2,1,1,2,1,NA,20,1,DD-Fraunh.,,51.1011,13.77745,205,14.3,85.9,13.5,23.07,1000,GEN,PA0805,0,NA,NA,M,51.1011,13.77745,1,205,bolting,,,
P0161,GEN,2,1,3,2,1,1,2,1,NA,20,1,DD-Fraunh.,,51.1011,13.77745,205,14.3,85.9,13.5,23.07,1000,GEN,PA0802,0,NA,NA,M,51.1011,13.77745,1,205,flowering,,,
P0162,GEN,2,1,2,2,1,1,0,0,NA,20,1,Leipzig 1,51.35089,12.44002,121,19,74.8,17.1,5.95,300,GEN,PA0806,NA,NA,NA,M,51.35089,12.44002,0,121,vegetative,,,,
P0162,GEN,2,1,2,2,1,1,0,0,NA,20,1,Leipzig 1,51.35089,12.44002,121,19,74.8,17.1,5.95,300,GEN,PA0810,NA,NA,NA,M,51.35089,12.44002,0,121,vegetative,,,,
P0162,GEN,2,1,2,2,1,1,0,0,NA,20,1,Leipzig 1,51.35089,12.44002,121,19,74.8,17.1,5.95,300,GEN,PC0085,NA,NA,NA,M,51.35089,12.44002,0,121,flowering,,,,
P0164,GES,2,1,2,2,1,1,0,0,NA,20,1,Wiesentheid,49.79628,10.34753,258,17.4,65.9,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
P0167,SWN,2,1,2,2,1,0,0,0,NA,NA,NA,Adal,62.86268,18.33769,71,NA,NA,28,2.82,150,SWN,PA1946,NA,NA,NA,M,62.86268,18.33769,0,71,,,,,
P0167,SWN,2,1,2,2,1,0,0,0,NA,NA,NA,Adal,62.86268,18.33769,71,NA,NA,28,2.82,150,SWN,PA1949,NA,NA,NA,M,62.86268,18.33769,0,71,,,,,
P0168,SWN,2,1,2,2,1,0,0,0,NA,NA,NA,Eden,62.8755,18.17542,3,23.2,32,28,14.05,1000,SWN,PA1955,NA,NA,NA,M,62.8755,18.17542,0,3,,,,,
P0168,SWN,2,1,2,2,1,0,0,0,NA,NA,NA,Eden,62.8755,18.17542,3,23.2,32,28,14.05,1000,SWN,PA1952,NA,NA,NA,M,62.8755,18.17542,0,3,,,,,
P0169,BAL,2,1,2,2,1,1,0,0,NA,20,1,Zloc,42.21926,24.16969,227,23.5,44.7,22.5,0.02,100,BAL,PC0145,0,0,NA,M,42.21926,24.16969,0,227,,,,,
P0169,BAL,2,1,2,2,1,1,0,0,NA,20,1,Zloc,42.21926,24.16969,227,23.5,44.7,22.5,0.02,100,BAL,PA0701,0,1,1,M,42.21926,24.16969,0,227,,,,,
P0169,BAL,2,1,2,2,1,1,0,0,NA,20,1,Zloc,42.21926,24.16969,227,23.5,44.7,22.5,0.02,100,BAL,PA0698,0,1,1,M,42.21926,24.16969,0,227,,,,,
P0170,BAL,1,1,1,1,1,1,0,0,NA,20,1,Grivo,41.84129,25.75353,225,23.8,46.5,24.9,0.01,20,BAL,PA0704,0,0,0,M,41.84129,25.75353,0,225,,,,,
P0170,BAL,1,1,1,1,1,1,0,0,NA,20,1,Grivo,41.84129,25.75353,225,23.8,46.5,24.9,0.01,20,BAL,PC0146,0,0,0,M,41.84129,25.75353,0,225,,,,,
P0171,BAL,2,1,2,2,1,1,3,1,NA,30,1,Koren,41.82786,25.68699,172,24.1,47.3,22.7,0.01,10000,BAL,PA0706,0,0,0,M,41.82786,25.68699,1,172,,,,,
P0171,BAL,2,1,2,2,1,1,3,1,NA,30,1,Koren,41.82786,25.68699,172,24.1,47.3,22.7,0.01,10000,BAL,PA0707,0,0,1,M,41.82786,25.68699,1,172,,,,,
P0171,BAL,2,1,2,2,1,1,3,1,NA,30,1,Koren,41.82786,25.68699,172,24.1,47.3,22.7,0.01,10000,BAL,PC0147,0,NA,NA,M,41.82786,25.68699,1,172,,,,,
P0172,BAL,2,1,2,2,1,0,0,0,NA,20,5,Sorbe,41.55437,25.74722,591,23.9,42.4,23.6,0.01,100,BAL,PA0716,0,0,1,M,41.55437,25.74722,0,591,,,,,
P0172,BAL,2,1,2,2,1,0,0,0,NA,20,5,Sorbe,41.55437,25.74722,591,23.9,42.4,23.6,0.01,100,BAL,PA0713,0,0,1,M,41.55437,25.74722,0,591,,,,,
P0173,BAL,2,1,2,2,1,1,3,1,NA,20,1,Leska,41.53786,24.97745,782,16.1,36.1,18.1,0,50,BAL,PA0719,0,0,0,M,41.53786,24.97745,1,782,,,,,
P0173,BAL,2,1,2,2,1,1,3,1,NA,20,1,Leska,41.53786,24.97745,782,16.1,36.1,18.1,0,50,BAL,PA0722,0,0,0,M,41.53786,24.97745,1,782,,,,,
P0173,BAL,2,1,2,2,1,1,3,1,NA,20,1,Leska,41.53786,24.97745,782,16.1,36.1,18.1,0,50,BAL,PC0148,0,NA,NA,M,41.53786,24.97745,1,782,,,,,
P0174,BAL,2,1,2,2,1,0,0,0,NA,5,4,Sorbe2,41.67432,24.16228,1234,24.1,28.6,17.6,0.36,20,BAL,PA0726,0,0,0,M,41.67432,24.16228,0,1234,,,,,
P0174,BAL,2,1,2,2,1,0,0,0,NA,5,4,Sorbe2,41.67432,24.16228,1234,24.1,28.6,17.6,0.36,20,BAL,PA0729,0,0,1,M,41.67432,24.16228,0,1234,,,,,
P0175,BAL,2,1,2,2,1,0,2,1,NA,20,1,Dolen,41.61943,23.93737,1047,20.8,25.8,20.4,0.66,50,BAL,PA0735,0,0,1,M,41.61943,23.93737,1,1047,,,,,
P0175,BAL,2,1,2,2,1,0,2,1,NA,20,1,Dolen,41.61943,23.93737,1047,20.8,25.8,20.4,0.66,50,BAL,PA0732,0,0,0,M,41.61943,23.93737,1,1047,,,,,
P0176,BAL,2,1,2,2,1,1,2,1,NA,20,1,Baroto,41.57778,23.76864,496,35.6,16.5,34.2,0.71,50,BAL,PA0741,0,0,1,M,41.57778,23.76864,1,496,,,,,
P0176,BAL,2,1,2,2,1,1,2,1,NA,20,1,Baroto,41.57778,23.76864,496,35.6,16.5,34.2,0.71,50,BAL,PC0149,NA,NA,1,M,41.57778,23.76864,1,496,,,,,
P0176,BAL,2,1,2,2,1,1,2,1,NA,20,1,Baroto,41.57778,23.76864,496,35.6,16.5,34.2,0.71,50,BAL,PA0738,0,0,0,M,41.57778,23.76864,1,496,,,,,
P0177,BAL,2,1,3,2,1,1,3,1,NA,20,4,Sorbe3,41.58686,23.5561,1016,21.7,30.2,21.1,0.6,50,BAL,PA0747,0,0,1,M,41.58686,23.5561,1,1016,,,,,
P0177,BAL,2,1,3,2,1,1,3,1,NA,20,4,Sorbe3,41.58686,23.5561,1016,21.7,30.2,21.1,0.6,50,BAL,PC0150,0,NA,0,M,41.58686,23.5561,1,1016,,,,,
P0177,BAL,2,1,3,2,1,1,3,1,NA,20,4,Sorbe3,41.58686,23.5561,1016,21.7,30.2,21.1,0.6,50,BAL,PA0744,0,0,1,M,41.58686,23.5561,1,1016,,,,,
P0178,BAL,2,1,2,2,1,1,2,1,NA,20,1,Melni1,41.53279,23.40075,435,25.7,32,NA,NA,200,BAL,PA0754,0,0,1,M,41.53279,23.40075,1,435,,,,,
P0178,BAL,2,1,2,2,1,1,2,1,NA,20,1,Melni1,41.53279,23.40075,435,25.7,32,NA,NA,200,BAL,PC0151,0,NA,0,M,41.53279,23.40075,1,435,,,,,
P0178,BAL,2,1,2,2,1,1,2,1,NA,20,1,Melni1,41.53279,23.40075,435,25.7,32,NA,NA,200,BAL,PA0751,0,0,1,M,41.53279,23.40075,1,435,,,,,
P0179,BAL,0,0,3,0,0,0,1,1,NA,0,0,Zerev,41.85056,23.13283,308,20,43.2,18.5,1.79,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
P0180,BAL,2,1,2,2,1,1,0,0,NA,4,4,Dolna,42.32156,23.09941,575,24.1,33.7,25.9,0.99,50,BAL,PA0763,0,0,1,M,42.32156,23.09941,0,575,,,,,
P0180,BAL,2,1,2,2,1,1,0,0,NA,4,4,Dolna,42.32156,23.09941,575,24.1,33.7,25.9,0.99,50,BAL,PA0760,0,0,1,M,42.32156,23.09941,0,575,,,,,
P0180,BAL,2,1,2,2,1,1,0,0,NA,4,4,Dolna,42.32156,23.09941,575,24.1,33.7,25.9,0.99,50,BAL,PC0152,0,NA,0,M,42.32156,23.09941,0,575,,,,,
P0181,BAL,2,1,4,2,1,0,4,1,NA,0,0,Por,43.40865,21.59418,319,20.1,50,28.5,0.85,100,BAL,PA0769,0,0,0,M,43.40865,21.59418,1,319,,,,,
P0181,BAL,2,1,4,2,1,0,4,1,NA,0,0,Por,43.40865,21.59418,319,20.1,50,28.5,0.85,100,BAL,PA0766,0,0,0,M,43.40865,21.59418,1,319,,,,,
P0182,BAL,2,1,2,2,1,1,1,1,NA,0,0,Stero,44.30005,21.0794,123,30.6,39,NA,NA,50,BAL,PA0775,0,0,0,M,44.30005,21.0794,1,123,,,,,
P0182,BAL,2,1,2,2,1,1,1,1,NA,0,0,Stero,44.30005,21.0794,123,30.6,39,NA,NA,50,BAL,PA0778,0,0,0,M,44.30005,21.0794,1,123,,,,,
P0182,BAL,2,1,2,2,1,1,1,1,NA,0,0,Stero,44.30005,21.0794,123,30.6,39,NA,NA,50,BAL,PC0153,0,NA,0,M,44.30005,21.0794,1,123,,,,,
P0183,BAL,1,1,1,1,1,1,0,0,NA,0,0,Zabar,44.37975,21.21955,111,30.5,30.8,NA,NA,50,BAL,PC0154,0,NA,0,M,44.37975,21.21955,0,111,,,,,
P0183,BAL,1,1,1,1,1,1,0,0,NA,0,0,Zabar,44.37975,21.21955,111,30.5,30.8,NA,NA,50,BAL,PA0781,0,0,1,M,44.37975,21.21955,0,111,,,,,
P0184,BAL,2,1,2,2,1,1,1,1,NA,0,0,Sredn,44.65704,21.37022,226,20.3,48.9,21.9,0.3,1000,BAL,PA0788,0,0,1,M,44.65704,21.37022,1,226,,,,,
P0184,BAL,2,1,2,2,1,1,1,1,NA,0,0,Sredn,44.65704,21.37022,226,20.3,48.9,21.9,0.3,1000,BAL,PA0786,0,0,1,M,44.65704,21.37022,1,226,,,,,
P0184,BAL,2,1,2,2,1,1,1,1,NA,0,0,Sredn,44.65704,21.37022,226,20.3,48.9,21.9,0.3,1000,BAL,PC0155,0,NA,0,M,44.65704,21.37022,1,226,,,,,
P0185,BAL,1,1,2,1,1,1,0,0,NA,0,0,Zupan,45.06708,18.71792,90,20.6,64.1,19.6,0.38,1000,BAL,PA0791,0,0,1,M,45.06708,18.71792,0,90,,,,,
P0185,BAL,1,1,2,1,1,1,0,0,NA,0,0,Zupan,45.06708,18.71792,90,20.6,64.1,19.6,0.38,1000,BAL,PC0156,0,NA,0,M,45.06708,18.71792,0,90,,,,,
P0186,BAL,2,1,3,2,1,0,0,0,NA,0,0,Gradi,45.16984,18.70019,82,23.7,57.2,26.9,0.96,1000,BAL,PA1134,0,0,1,M,45.16984,18.70019,0,82,was PA0798,,,,
P0186,BAL,2,1,3,2,1,0,0,0,NA,0,0,Gradi,45.16984,18.70019,82,23.7,57.2,26.9,0.96,1000,BAL,PA1131,0,0,0,M,45.16984,18.70019,0,82,was PA0795,,,,
P0188,BNE,2,1,2,2,1,1,1,1,NA,19,1,Affligem,50.89959,4.12158,32,21.3,57.3,20.6,0.92,50,BNE,PA1262,0,NA,NA,M,50.89959,4.12158,1,32,,,,,
P0188,BNE,2,1,2,2,1,1,1,1,NA,19,1,Affligem,50.89959,4.12158,32,21.3,57.3,20.6,0.92,50,BNE,PA1259,0,NA,NA,M,50.89959,4.12158,1,32,,,,,
P0188,BNE,2,1,2,2,1,1,1,1,NA,19,1,Affligem,50.89959,4.12158,32,21.3,57.3,20.6,0.92,50,BNE,PC0158,0,NA,NA,M,50.89959,4.12158,1,32,,,,,
P0189,BNE,2,1,2,2,1,1,3,1,NA,20,1,Meerbeek,50.88866,4.60247,37,19.5,55.2,17,4.37,100,BNE,PA1268,0,NA,NA,M,50.88866,4.60247,1,37,,,,,
P0189,BNE,2,1,2,2,1,1,3,1,NA,20,1,Meerbeek,50.88866,4.60247,37,19.5,55.2,17,4.37,100,BNE,PA1266,0,NA,NA,M,50.88866,4.60247,1,37,,,,,
P0189,BNE,2,1,2,2,1,1,3,1,NA,20,1,Meerbeek,50.88866,4.60247,37,19.5,55.2,17,4.37,100,BNE,PC0159,0,NA,NA,M,50.88866,4.60247,1,37,,,,,
P0190,BNE,2,1,2,2,1,1,1,1,NA,4,4,Bommershov,50.7892,5.37844,86,20.4,56,17.1,3.24,10000,BNE,PC0160,0,NA,NA,M,50.7892,5.37844,1,86,,,,,
P0190,BNE,2,1,2,2,1,1,1,1,NA,4,4,Bommershov,50.7892,5.37844,86,20.4,56,17.1,3.24,10000,BNE,PA1107,0,NA,NA,M,50.7892,5.37844,1,86,,,,,
P0190,BNE,2,1,2,2,1,1,1,1,NA,4,4,Bommershov,50.7892,5.37844,86,20.4,56,17.1,3.24,10000,BNE,PA1110,0,NA,NA,M,50.7892,5.37844,1,86,,,,,
P0191,BNE,2,1,2,2,1,0,0,0,NA,20,1,Ang,50.29948,5.30176,199,25.9,37.8,31.4,0.73,5000,BNE,PA1112,0,NA,NA,M,50.29948,5.30176,0,199,,,,,
P0191,BNE,2,1,2,2,1,0,0,0,NA,20,1,Ang,50.29948,5.30176,199,25.9,37.8,31.4,0.73,5000,BNE,PA1114,0,NA,NA,M,50.29948,5.30176,0,199,,,,,
P0192,BNE,2,1,2,2,1,0,0,0,NA,20,1,Rochefort,50.17861,5.22021,184,20.5,48.7,27.7,4.57,200,BNE,PA1104,0,NA,NA,M,50.17861,5.22021,0,184,,,,,
P0192,BNE,2,1,2,2,1,0,0,0,NA,20,1,Rochefort,50.17861,5.22021,184,20.5,48.7,27.7,4.57,200,BNE,PA1102,0,NA,NA,M,50.17861,5.22021,0,184,,,,,
P0193,IRE,2,1,2,2,1,0,1,1,NA,20,1,Bray,53.18549,-6.13059,72,11.8,60.7,8.9,2.9,150,IRE,PA1119,NA,NA,NA,M,53.18549,-6.13059,1,72,,,,,
P0193,IRE,2,1,2,2,1,0,1,1,NA,20,1,Bray,53.18549,-6.13059,72,11.8,60.7,8.9,2.9,150,IRE,PA1117,NA,NA,NA,M,53.18549,-6.13059,1,72,,,,,
P0194,IRE,2,1,2,2,1,1,2,1,NA,19,1,Rathnew,52.99227,-6.07541,14,16.1,44.7,17.7,27.61,5000,IRE,PA1126,NA,NA,NA,M,52.99227,-6.07541,1,14,,,,,
P0194,IRE,2,1,2,2,1,1,2,1,NA,19,1,Rathnew,52.99227,-6.07541,14,16.1,44.7,17.7,27.61,5000,IRE,PC0025,NA,NA,NA,M,52.99227,-6.07541,1,14,,,,,
P0194,IRE,2,1,2,2,1,1,2,1,NA,19,1,Rathnew,52.99227,-6.07541,14,16.1,44.7,17.7,27.61,5000,IRE,PA1127,NA,NA,NA,M,52.99227,-6.07541,1,14,,,,,
P0195,IRE,2,1,2,2,1,0,3,1,NA,20,1,Gorey,52.67437,-6.29735,69,21,34.9,11.1,5.3,1000,IRE,PA1271,NA,NA,NA,M,52.67437,-6.29735,1,69,,,,,
P0195,IRE,2,1,2,2,1,0,3,1,NA,20,1,Gorey,52.67437,-6.29735,69,21,34.9,11.1,5.3,1000,IRE,PA1273,1,NA,NA,M,52.67437,-6.29735,1,69,,,,,
P0196,IRE,2,1,2,2,1,0,2,1,NA,20,1,New Ross,52.39283,-6.94348,8,25,30.5,16.5,10.33,5000,IRE,PA1275,NA,NA,NA,M,52.39283,-6.94348,1,8,,,,,
P0196,IRE,2,1,2,2,1,0,2,1,NA,20,1,New Ross,52.39283,-6.94348,8,25,30.5,16.5,10.33,5000,IRE,PA1278,NA,NA,NA,M,52.39283,-6.94348,1,8,,,,,
P0197,IRE,2,1,2,2,1,0,3,1,NA,20,1,Waterford,52.26638,-7.10075,30,16.6,49.8,15.3,8.96,1000,IRE,PA1286,NA,NA,NA,M,52.26638,-7.10075,1,30,,,,,
P0197,IRE,2,1,2,2,1,0,3,1,NA,20,1,Waterford,52.26638,-7.10075,30,16.6,49.8,15.3,8.96,1000,IRE,PA1283,1,NA,NA,M,52.26638,-7.10075,1,30,,,,,
P0198,IRE,2,1,3,2,1,0,3,1,NA,20,1,Stradbally,52.13662,-7.46801,76,9.3,88.2,9.1,5.9,200,IRE,PA1287,0,NA,NA,M,52.13662,-7.46801,1,76,"at entrance walkway, not graves",,,,
P0198,IRE,2,1,3,2,1,0,3,1,NA,20,1,Stradbally,52.13662,-7.46801,76,9.3,88.2,9.1,5.9,200,IRE,PA1290,0,NA,NA,M,52.13662,-7.46801,1,76,grave of Patrick and Margaret Corbett,,,,
P0198,IRE,2,1,3,2,1,0,3,1,NA,20,1,Stradbally,52.13662,-7.46801,76,9.3,88.2,9.1,5.9,200,IRE,PC0026,NA,NA,NA,M,52.13662,-7.46801,1,76,,,,,
P0199,IRE,1,1,1,1,1,1,2,1,NA,20,1,Dungarvan,52.08537,-7.63043,3,10.5,97.5,NA,NA,50,IRE,PC0027,0,NA,NA,M,52.08537,-7.63043,1,3,,,,,
P0199,IRE,1,1,1,1,1,1,2,1,NA,20,1,Dungarvan,52.08537,-7.63043,3,10.5,97.5,NA,NA,50,IRE,PA1294,0,NA,NA,M,52.08537,-7.63043,1,3,,,,,
P0200,IRE,2,1,3,2,1,0,0,0,NA,17,1,Lismore,52.13976,-7.9322,23,12.4,92.8,12.4,23.08,300,IRE,PA1303,0,NA,NA,M,52.13976,-7.9322,0,23,,,,,
P0200,IRE,2,1,3,2,1,0,0,0,NA,17,1,Lismore,52.13976,-7.9322,23,12.4,92.8,12.4,23.08,300,IRE,PA1300,0,NA,NA,M,52.13976,-7.9322,0,23,mixed up H and M with 1301,,,,
P0201,IRE,2,1,2,2,1,0,1,1,NA,20,1,Cahir,52.37443,-7.92707,41,13.4,92.1,NA,NA,300,IRE,PA1306,0,NA,NA,M,52.37443,-7.92707,1,41,,,,,
P0201,IRE,2,1,2,2,1,0,1,1,NA,20,1,Cahir,52.37443,-7.92707,41,13.4,92.1,NA,NA,300,IRE,PA1309,0,NA,NA,M,52.37443,-7.92707,1,41,,,,,
P0202,IRE,1,1,1,1,1,0,0,0,NA,19,1,Bansha,52.44792,-8.06358,63,12.1,87.5,11.7,1.02,20,IRE,PA1298,0,NA,NA,M,52.44792,-8.06358,1,63,,,,,
P0203,IRE,2,1,2,2,1,0,2,1,NA,20,1,Limerick,52.66856,-8.55832,34,12.1,62.9,9,18.06,400,IRE,PA1313,NA,NA,NA,M,52.66856,-8.55832,1,34,,,,,
P0203,IRE,2,1,2,2,1,0,2,1,NA,20,1,Limerick,52.66856,-8.55832,34,12.1,62.9,9,18.06,400,IRE,PA1315,NA,NA,NA,M,52.66856,-8.55832,1,34,,,,,
