	Developmental_state	R_diameter	Rosette_color	Herbivory	Disease_RL	Ath-Ath	Ath-other	Growing_on	Humidity_ground	Slope	Sun	Site_type	Site_category	Aspect	Ground_cover	Ground_type	Humidity_ground	Heterogeneity
Type	Quantitative	Quantitative, 	NA	Quantitative	Quantitative	Quantitative	Quantitative	Qualitative	Quantitative	Quantitative	Quantitative	Qualitative	Qualitative	Qualitative	Quantitative	Qualitative	Quantative	Qualitative
Special_exclusion_assign_NA					5													
