Tour_ID Site_ID Site_name Lat Long HpA_site Elevation Date Time Air_temp Air_hum Soil_temp Soil_hum Pop_size rndCoord.lon rndCoord.lat ClimateZ
SCO P0245 Cabrach 57.32767 -3.02025 0 317 20180509 16:30 11.5 69.1 13.5 1.98 50 -3.25 57.25 Cfc
SCO P0246 Maggieknockater 57.50316 -3.13416 0 168 20180509 18:31 11.4 68.4 12.5 12.3 50 -3.25 57.75 Cfb
SCO P0247 Rothes 57.52013 -3.20886 0 70 20180510 10:31 19.2 40.4 24.2 0.47 10000 -3.25 57.75 Cfb
SCO  Cullykhan_Bay NA 57.68499 -2.27573 0 10 20180510 14:24 n/a n/a n/a n/a 57.75 NA NA
20   NA NA NA  NA       NA NA NA
SCO P0248 Findlater_Castle 57.68685 -2.77162 0 61 20180510 16:16 21.2 49 15 1.9 30 -2.75 57.75 Cfb
SCO P0255 Lochcarron 57.40237 -5.48587 0 14 20180511 17:11 15.7 69.6 15.6 28.08 50 -5.25 57.25 Cfc
SCO P0249 Wester_Greenskares 57.66273 -2.3748 1 133 20180510 14:01 15.3 56.2 16.6 7.57 300 -2.25 57.75 Cfb
SCO P0250 Kinloss_Abbey 57.63403 -3.56683 1 3 20180510 18:03 22.4 37.7 18.7 2.48 400 -3.75 57.75 Cfb
SCO P0251 Charlestown 57.51213 -4.25831 0 46 20180510 20:01 12.9 58.3 13.8 18.46 200 -4.25 57.75 Cfb
SCO P0252 Dingwall 57.59487 -4.42132 1 0 20180511 9:42 13.2 57.5 13.5 -1.71 5000 -4.25 57.75 Cfb
SCO P0253 Ullapool 57.89675 -5.16396 0 13 20180511 12:11 15.9 46.7 15.4 1.72 300 -5.25 57.75 Cfb
SCO P0254 Achanalt 57.61001 -4.91435 0 113 20180511 14:42 16.3 48.1 17.7 5.93 10000 -4.75 57.75 Cfc
SCO P0257 Uig 57.58667 -6.37755 0 -2 20180512 13:44 15.7 47 23.3 7.62 100 -6.25 57.75 Cfb
SCO P0258 Kyleakin 57.27356 -5.72571 0 -2 20180513 10:09 12.4 76 13.4 11.59 100 -5.75 57.25 Cfb
SCO P0256 Dunvegan 57.44731 -6.58516 0 34 20180512 11:03 14.5 61 20.1 3.52 300 -6.75 57.25 Cfb
SCO P0259 Portree 57.41306 -6.19551 0 2 20180512 16:13 17.8 42.2 17.8 11.56 300 -6.25 57.25 Cfb
SCO P0260 Broadford 57.24124 -5.90471 0 3 20180512 18:02 25.7 30.5 16.2 12.55 200 -5.75 57.25 Cfb
SCO P0261 Invergarry 57.07049 -4.78817 0 53 20180513 12:27 29.3 63.6 30.4 10.65 300 -4.75 57.25 Cfc
SCO P0262 Fort_Williams 56.81467 -5.10465 0 84 20180513 13:49 21.9 43.4 19.2 7.28 50 -5.25 56.75 Cfc
SCO P0263 Glencoe 56.6697 -5.01171 0 106 20180513 16:36 22.9 42.8 21.1 8.93 50 -5.25 56.75 Cfc
SCO P0264 Appin 56.57278 -5.38186 0 6 20180513 18:00 22.2 46.2 22.3 4.7 2000 -5.25 56.75 Cfc
SCO P0361 Taynuilt 56.42869 -5.23618 1 34 20180514 11:42 24.1 57 24 5.85 50000 -5.25 56.25 Cfb
SCO P0362 Bearsden 55.91952 -4.3345 1 51 20180514 20:18 19.1 48.5 18.1 4.75 100000 -4.25 55.75 Cfb
SCO P0411 Inveraray 56.23745 -5.07286 0 12 20180514 13:56 22.7 48.2 22.7 20.21 100 -5.25 56.25 Cfb
SCO P0412 Killearn 56.04442 -4.37275 0 112 20180514 17:23 26.4 40.9 26.7 3.8 1000 -4.25 56.25 Cfb
ENN P0136 Old_Colwyn 53.29245 -3.69683 0 21 20180421 10:00 19.5 49.4 16.6 15.06 50 -3.75 53.25 Cfb
ENN P0137 Betws-y-Coed 53.09408 -3.80547 0 26 20180421 12:00 20.6 45.6 15.8 6.96 200 -3.75 53.25 Cfb
ENN P0138 Ruthin 53.11388 -3.30541 0 66 20180421 13:30 26.9 50.9 30.6 12.61 100 -3.25 53.25 Cfb
ENN P0139 Chirk 52.93189 -3.05634 0 115 20180421 16:00 24.6 15.4 25.2 19.12 300 -3.25 52.75 Cfb
ENN P0140 Stanton-by-Dale 52.9376 -1.30914 0 88 20180421 18:30 23.8 56.7 n/a n/a 40 -1.25 52.75 Cfb
ENN P0141 Nottingham 52.97068 -1.15283 0 69 20180422 9:30 19.2 68.2 n/a n/a 200 -1.25 52.75 Cfb
ENN P0142 Southwell 53.0771 -0.95371 0 33 20180422 10:30 18.9 62.2 15.1 22.63 100 -0.75 53.25 Cfb
ENN P0143 Bakewell 53.21505 -1.67419 0 147 20180422 14:30 20.4 46.3 n/a n/a 50 -1.75 53.25 Cfb
ENN P0144 Ripon 54.13288 -1.52196 0 31 20180423 9:20 12.5 63.7 n/a n/a 50 -1.75 54.25 Cfb
ENN P0217 Settle 54.0691 -2.27695 0 141 20180423 11:30 11.7 65.3 n/a n/a 30 -2.25 54.25 Cfb
ENN P0218 Windermere 54.37309 -2.90755 0 111 20180423 13:00 14.3 63.3 n/a n/a 25 -2.75 54.25 Cfb
ENN P0219 Ambleside 54.42704 -2.96201 0 50 20180423 14:30 14.4 57.2 16 18.6 200 -2.75 54.25 Cfb
ENN P0220 Dove_Cottage 54.4543 -3.01655 0 74 20180423 15:30 11.4 70.6 n/a n/a 10 -3.25 54.25 Cfb
ENN P0221 Keswick 54.60192 -3.13684 0 80 20180423 17:00 12.3 66.8 16.14 12.9 25 -3.25 54.75 Cfb
ENN P0222 Penrith 54.66228 -2.75662 1 149 20180424 10:54 18.3 44.5 14.1 19.91 500 -2.75 54.75 Cfb
ENN P0223 Alston 54.81207 -2.44087 1 299 20180424 13:07 12.4 61.6 12.7 2.48 400 -2.25 54.75 Cfb
ENN P0224 Vindolanda 54.99167 -2.36397 0 175 20180424 15:26 11.4 81.9 11.8 0.24 100 -2.25 54.75 Cfb
ENN P0225 Hexham 54.97908 -2.12989 0 75 20180424 16:36 12.4 88.9 11.3 11.5 50 -2.25 54.75 Cfb
ENN P0226 Low_Light_Harbour 55.01078 -1.43359 0 0 20180425 10:00 16 51.8 18.6 14.14 50 -1.25 55.25 Cfb
ENN P0227 Cambo 55.16567 -1.9606 1 195 20180425 13:30 18.4 59.9 24 8.27 100 -1.75 55.25 Cfb
ENN P0228 Jedburgh 55.4767 -2.55439 1 75 20180425 15:00 16.1 53.9 17.9 21.44 50 -2.75 55.25 Cfb
ENN P0229 Manderston_house 55.78159 -2.31209 0 106 20180425 16:30 14.9 47.5 n/a n/a 25 -2.25 55.75 Cfb
ENN P0230 Holyrood_Park 55.94075 -3.1586 0 123 20180426 12:49 15.5 52.9 16 4.37 50 -3.25 55.75 Cfb
ENN P0231 Edinburgh 55.9538 -3.22198 1 70 20180426 15:21 13.5 68.7 18.6 21.4 50 -3.25 55.75 Cfb
SSD P0265 Lund-1 55.71021 13.22014 0 78 20180507 9:36 25.6 36.5 22.08 2.24 300 13.25 55.75 Cfb
SSD P0266 Kulturen-1 55.70496 13.1959 0 47 20180507 12:16 31.2 27.4 37.7 3.88 200 13.25 55.75 Cfb
SSD P0267 Grab-1 55.75142 13.04138 1 3 20180507 15:35 32.3 26.3 27.1 4.16 150 13.25 55.75 Cfb
SSD P0268 Olang-1 55.79369 13.1225 1 3 20180507 17:50 25.4 35.1 26.6 2.45 30 13.25 55.75 Cfb
SSD P0269 Torne-1 55.67777 13.42023 1 52 20180508 10:28 19.6 49 18.4 0.38 300 13.25 55.75 Cfb
SSD P0270 Son-1 55.773 14.15341 1 63 20180508 13:30 31.4 28.3 39.5 2.72 30 14.25 55.75 Cfb
SSD P0271 Vita-1 55.69422 14.16774 1 58 20180508 15:42 32.1 29.8 31.9 2.48 50 14.25 55.75 Cfb
SSD P0272 Sand-1 55.57917 14.33291 1 -4 20180508 17:16 21.7 45.4 30.1 2.84 150 14.25 55.75 Cfb
SSD P0273 Kia_1 56.05585 14.30316 1 26 20180509 13:04 34.6 26.9 32 3.05 70 14.25 56.25 Cfb
SSD P0274 Ragnar-1 56.08969 14.04852 1 9 20180509 15:56 37.1 26.8 33.4 3.11 30 14.25 56.25 Cfb
SSD P0275 Straw-1 56.31554 16.03761 1 4 20180509 10:30 17.8 85.5 16.8 4.67 1000 16.25 56.25 Cfb
SSD P0276 Aledal_2018 56.70039 16.51431 1 18 20180510 10:07 23.5 48.9 23.4 21.4 200 16.75 56.75 Cfb
SSD P0277 Bag_3 56.95902 16.4053 1 -3 20180510 13:08 37.3 38.1 31.2 4.54 1000 16.25 56.75 Cfb
SSD P0278 Frö-1 57.40886 15.56853 1 98 20180510 16:43 25.1 47.2 22.3 1.45 100 15.75 57.25 Cfb
SSD P0279 Tur-1 57.65104 14.80439 1 269 20180511 10:37 20.6 75.3 29.1 7.81 150 14.75 57.75 Dfb
SSD P0280 Lag-1 58.1834 15.00652 1 139 20180511 13:55 22.4 71.3 19.9 7.71 150 15.25 58.25 Dfb
SSD P0281 Dju-1 58.29046 15.12591 1 116 20180511 15:34 24.6 66.3 25.2 1.72 100 15.25 58.25 Dfb
SSD P0282 Hill-1 58.82053 14.9585 1 95 20180511 16:05 23.9 63.2 21.8 7.59 1000 14.75 58.75 Dfb
SSD P0283 Apollo-1 59.43196 16.80225 0 -19 20180512 14:46 23.4 64 23.2 16.41 100 16.75 59.25 Dfb
SSD P0284 Arby-1 59.43111 16.06748 1 3 20180512 17:04 24.3 60.2 20.4 4.44 500 16.25 59.25 Dfb
SSD P0285 Boulder-1 59.78614 17.58582 1 38 20180513 11:53 34.5 24.8 27.9 1.24 100 17.75 59.75 Dfb
SPN P0314 TRS 43.36351 -5.49208 0 237 20180511 15:43 22.5 54.6 n/a n/a 50 -5.25 43.25 Cfb
SPN P0286 Alb 42.36998 -3.31109 1 973 20180512 12:30 17.4 53.2 13.7 8.43 200 -3.25 42.25 Cfb
SPN P0287 Aya 42.25175 -3.04601 0 1020 20180512 15:05 20.2 55.6 18.2 8.03 100 -3.25 42.25 Cfb
SPN P0288 Oja 42.34595 -2.99682 0 778 20180512 18:00 16.2 49.8 13.4 12.39 1000 -2.75 42.25 Cfb
SPN P0318 OLA 43.04904 -2.6305 0 572 20180513 11:08 11.4 64.7 n/a n/a 100 -2.75 43.25 Cfb
SPN P0319 BUJ2 42.67566 -2.40631 1 609 20180513 14:28 22.6 32.5 15.9 14.91 1000 -2.25 42.75 Cfb
SPN P0321 ARI 42.94018 -1.27912 0 817 20180513 18:47 11.6 62.8 10.6 20.61 100 -1.25 42.75 Cfb
SPN P0322 PAN 42.76025 -0.23257 0 1680 20180514 14:21 14.4 46.2 12 12.73 50 -0.25 42.75 Cfb
SPN P0323 TAU-2 42.52023 0.84544 0 1461 20180515 11:36 11.9 52.4 11.9 13.62 50 0.75 42.75 Cfb
SPN P0324 MOA 42.46507 0.69566 0 1198 20180515 14:12 20.1 43.5 15.7 5.35 300 0.75 42.25 Cfb
SPN P0325 BOS 42.78327 0.69144 0 723 20180515 18:23 13.5 70.1 10.3 28.87 100 0.75 42.75 Cfb
SPN P0326 ALE 42.41254 1.32274 1 1143 20180516 12:38 22.4 39.2 16.5 14.1 1000 1.25 42.25 Cfb
SPN P0327 MOF 42.34523 1.40327 0 761 20180516 14:46 24.4 38.6 30.4 8.43 1000 1.25 42.25 Cfb
SPN P0328 PRU 42.38002 1.72595 1 1174 20180516 17:26 24.9 32.2 20.1 18 100 1.75 42.25 Cfb
SPN P0329 PRU-2 42.37877 1.72462 0 1208 20180516 18:05 19.2 38.5 16.1 11.11 30 1.75 42.25 Cfb
SWN P0363 TAL 62.62647 17.67551 0 n/a 20180515 10:37 31.9 35.4 37.4 17.9 50 17.75 62.75 Dfc
SWN P0364 TAA 62.63792 17.73273 0 67 20180515 12:43 33.3 28.4 32.6 10.79 100 17.75 62.75 Dfc
SWN P0365 Högsjö 62.79208 17.89834 0 40 20180515 17:17 23.9 39.5 27.6 14.9 200 17.75 62.75 Dfc
SWN P0366 Herr 63.06645 18.31932 1 10 20180516 11:53 28.4 33.7 36 27.64 200 18.25 63.25 Dfc
SWN P0367 Fab 63.0163 18.31755 1 -6 20180516 13:33 29.2 32.9 28.55 17.5 500 18.25 63.25 Dfc
SWN P0368 Omneberget 62.95647 18.34079 0 72 20180516 17:06 26.6 29.9 31.2 5.48 100 18.25 62.75 Dfc
SWN P0369 Edsatter 62.91837 18.38055 0 42 20180517 11:09 17 45 16.7 10.65 80 18.25 62.75 Dfc
SWN P0370 Edj-2 62.9151 18.40421 1 1 20180517 12:39 15.5 44.5 20.3 9.8 40 18.25 62.75 Dfc
SWN P0371 Oden 62.89608 18.36596 0 87 20180517 15:29 18.3 33.6 20 5.7 20 18.25 62.75 Dfc
SWN P0372 Bonham 62.87939 18.44764 0 -3 20180517 16:46 19.4 38.2 22 7.74 1000 18.25 62.75 Dfc
SWN P0167 Adal 62.86268 18.33769 0 71 20180518 12:05 n/a n/a 28 2.82 150 18.25 62.75 Dfc
SWN P0168 Eden 62.8755 18.17542 0 3 20180518 13:37 23.2 32 28 14.05 1000 18.25 62.75 Dfc
SWN P0375 Lovvik 62.80042 18.075546 1 -4 20180518 15:07 24.2 61.5 27.7 5.5 1000 18.25 62.75 Dfc
