Sequence_ID	Tour_ID	Site_ID	Plant_ID	HpA_plant	Albugo	Necrosis	Used_for	Host_Species	Lat	Long	HpA_site	Altitude	rndCoord.lon	rndCoord.lat	ClimateZ	Land_cov
PC0013	PC0013	AAG	P0046	PC0013	0	NA	NA	M	Cap	42.09771	43.40454	1	465	43.25	42.25	Cfb	120
PC0014	PC0014	AAG	P0048	PC0014	0	NA	NA	M	Cap	42.10529	43.03828	1	158	43.25	42.25	Cfb	190
PC0015	PC0015	AAG	P0117	PC0015	0	0	NA	M	Cap	42.09429	42.5108	0	49	42.75	42.25	Cfa	110
PC0016	PC0016	AAG	P0118	PC0016	0	0	NA	M	Cap	42.32096	42.40599	0	102	42.25	42.25	Cfa	190
PC0025	PC0025	IRE	P0194	PC0025	NA	NA	NA	M	Cap	52.99227	-6.07541	1	14	-6.25	52.75	Cfb	190
PC0026	PC0026	IRE	P0198	PC0026	NA	NA	NA	M	Cap	52.13662	-7.46801	1	76	-7.25	52.25	Cfb	190
PC0027	PC0027	IRE	P0199	PC0027	0	NA	NA	M	Cap	52.08537	-7.63043	1	3	-7.75	52.25	Cfb	190
PC0028	PC0028	IRE	P0206	PC0028	NA	NA	NA	M	Cap	52.83387	-8.99243	0	7	-8.75	52.75	Cfb	120
PC0030	PC0030	SCO	P0243	PC0030	0	NA	NA	M	Cap	57.02153	-2.59091	0	78	-2.75	57.25	Cfb	190
PC0031	PC0031	SCO	P0244	PC0031	0	NA	NA	M	Cap	57.28711	-2.87331	0	238	-2.75	57.25	Cfb	190
PC0049	PC0049	SPB	P0049	PC0049	NA	NA	NA	M	Cap	41.49955	2.25038	0	215	2.25	41.25	Csa	20
PC0051	PC0051	SPB	P0051	PC0051	NA	NA	NA	M	Cap	41.5901	2.48788	0	311	2.25	41.75	Cfb	110
PC0052	PC0052	SPB	P0052	PC0052	NA	NA	NA	M	Cap	41.68125	2.80026	1	52	2.75	41.75	Cfa	190
PC0054	PC0054	SPB	P0054	PC0054	NA	NA	NA	M	Cap	41.72473	2.92705	1	1	2.75	41.75	Cfa	190
PC0055	PC0055	SPB	P0055	PC0055	NA	NA	NA	M	Cap	41.72872	2.9077	1	13	2.75	41.75	Cfa	20
PC0056	PC0056	SPB	P0056	PC0056	NA	NA	NA	M	Cap	41.81333	2.89628	0	131	2.75	41.75	Cfa	30
PC0057	PC0057	SPB	P0057	PC0057	NA	NA	NA	M	Cap	41.98849	2.76073	0	92	2.75	41.75	Cfa	14
PC0058	PC0058	SPB	P0058	PC0058	NA	NA	NA	M	Cap	41.76004	2.69002	0	58	2.75	41.75	Cfa	120
PC0059	PC0059	ITA	P0016	PC0059	0	0	0	M	Cap	37.68949	15.09558	0	723	15.25	37.75	Csa	14
PC0060	PC0060	ITA	P0017	PC0060	0	0	NA	M	Cap	38.45387	16.03774	1	104	16.25	38.25	Csa	190
PC0061	PC0061	ITA	P0018	PC0061	0	0	0	M	Cap	38.43949	16.13289	1	403	16.25	38.25	Csa	50
PC0062	PC0062	ITA	P0019	PC0062	0	0	NA	M	Cap	38.61867	16.17022	0	269	16.25	38.75	Csa	14
PC0063	PC0063	ITA	P0020	PC0063	0	NA	NA	M	Cap	38.76024	16.23519	1	22	16.25	38.75	Csa	20
PC0064	PC0064	ITA	P0021	PC0064	0	NA	NA	M	Cap	38.96973	16.3407	1	325	16.25	38.75	Csa	50
PC0065	PC0065	ITA	P0022	PC0065	0	NA	NA	M	Cap	39.12925	16.16778	1	421	16.25	39.25	Csa	50
PC0066	PC0066	ITA	P0023	PC0066	0	NA	NA	M	Cap	39.26974	16.27086	1	438	16.25	39.25	Csa	110
PC0067	PC0067	ITA	P0024	PC0067	0	NA	NA	M	Cap	39.48333	16.2784	1	180	16.25	39.25	Csa	50
PC0068	PC0068	ITA	P0025	PC0068	0	NA	NA	M	Cap	40.34001	16.72877	1	44	16.75	40.25	Csa	50
PC0069	PC0069	ITA	P0026	PC0069	0	NA	NA	M	Cap	40.18058	16.44843	1	126	16.25	40.25	Csa	150
PC0070	PC0070	ITA	P0028	PC0070	0	NA	NA	M	Cap	40.67525	14.86878	0	70	14.75	40.75	Csa	150
PC0071	PC0071	ITA	P0030	PC0071	0	NA	NA	M	Cap	41.17051	14.17522	1	55	14.25	41.25	Csa	210
PC0072	PC0072	ITA	P0031	PC0072	0	NA	NA	M	Cap	41.42244	13.77876	0	34	13.75	41.25	Csa	20
PC0073	PC0073	ITA	P0032	PC0073	0	NA	NA	M	Cap	41.61725	12.8714	0	96	12.75	41.75	Csa	50
PC0074	PC0074	ITA	P0033	PC0074	0	NA	NA	M	Cap	42.00249	12.09421	0	66	12.25	42.25	Csa	20
PC0076	PC0076	FRN	P0145	PC0076	0	0	0	M	Cap	48.51785	-4.06526	0	90	-4.25	48.75	Cfb	50
PC0077	PC0077	FRN	P0147	PC0077	0	0	0	M	Cap	48.2679	-4.58567	0	39	-4.75	48.25	Cfb	120
PC0078	PC0078	FRN	P0151	PC0078	NA	NA	NA	M	Cap	47.26093	-0.01284	0	21	-0.25	47.25	Cfb	20
PC0079	PC0079	FRN	P0154	PC0079	NA	NA	NA	M	Cap	48.84444	2.35691	0	34	2.25	48.75	Cfb	14
PC0080	PC0080	FRN	P0156	PC0080	NA	NA	NA	M	Cap	48.96777	4.38613	0	128	4.25	48.75	Cfb	14
PC0082	PC0082	GEN	P0158	PC0082	NA	NA	NA	M	Cap	53.49497	10.11113	1	-3	10.25	53.25	Cfb	14
PC0083	PC0083	GEN	P0160	PC0083	NA	NA	NA	M	Cap	52.58358	13.13688	0	19	13.25	52.75	Cfb	14
PC0084	PC0084	GEN	P0161	PC0084	NA	NA	NA	M	Cap	51.1011	13.77745	1	205	13.75	51.25	Cfb	14
PC0085	PC0085	GEN	P0162	PC0085	NA	NA	NA	M	Cap	51.35089	12.44002	0	121	12.25	51.25	Cfb	14
PC0086	PC0086	GEN	P0163	PC0086	NA	NA	NA	M	Cap	50.93334	11.5727	1	160	11.75	50.75	Cfb	20
PC0088	PC0088	GEN	P0165	PC0088	NA	NA	NA	M	Cap	52.30192	8.02299	0	59	8.25	52.25	Cfb	90
PC0097	PC0097	SPC	P0097	PC0097	0	0	0	M	Cap	42.1047	-5.44507	0	738	-5.25	42.25	Csb	90
PC0098	PC0098	SPC	P0101	PC0098	0	0	0	M	Cap	40.45935	-3.75122	0	602	-3.75	40.25	Csa	14
PC0099	PC0099	SPC	P0098	PC0099	0	0	0	M	Cap	40.5131	-3.89824	0	718	-3.75	40.75	Csb	14
PC0100	PC0100	SPC	P0103	PC0100	0	0	0	M	Cap	40.60939	-4.11795	0	962	-4.25	40.75	Csb	14
PC0101	PC0101	SPC	P0104	PC0101	0	0	0	M	Cap	40.58862	-4.14671	0	1088	-4.25	40.75	Csb	190
PC0102	PC0102	SPC	P0105	PC0102	0	0	0	M	Cap	40.56807	-4.15252	0	1051	-4.25	40.75	Csb	120
PC0103	PC0103	SPC	P0107	PC0103	0	0	0	M	Cap	40.73847	-3.89804	0	1121	-3.75	40.75	Csb	120
PC0104	PC0104	SPC	P0110	PC0104	0	0	0	M	Cap	40.72716	-4.2752	0	1146	-4.25	40.75	Csb	30
PC0105	PC0105	SPC	P0111	PC0105	0	0	0	M	Cap	40.86933	-4.4965	0	974	-4.25	40.75	Csb	30
PC0109	PC0109	FRS	P0060	PC0109	NA	NA	NA	M	Cap	43.96732	4.23756	0	69	4.25	43.75	Csa	30
PC0110	PC0110	FRS	P0061	PC0110	NA	NA	NA	M	Cap	43.97561	4.20833	1	94	4.25	43.75	Csa	30
PC0111	PC0111	FRS	P0062	PC0111	NA	NA	NA	M	Cap	43.91103	4.00467	0	88	4.25	43.75	Csa	30
PC0112	PC0112	FRS	P0064	PC0112	NA	NA	NA	M	Cap	43.83829	3.70065	0	180	3.75	43.75	Csa	14
PC0113	PC0113	FRS	P0065	PC0113	NA	NA	NA	M	Cap	43.56131	3.82113	0	27	3.75	43.75	Csa	14
PC0114	PC0114	FRS	P0066	PC0114	NA	NA	NA	M	Cap	44.64323	2.56623	0	252	2.75	44.75	Cfb	14
PC0115	PC0115	FRS	P0067	PC0115	NA	NA	NA	M	Cap	44.99942	1.30068	1	239	1.25	44.75	Cfb	14
PC0116	PC0116	FRS	P0068	PC0116	NA	NA	NA	M	Cap	45.00064	1.74917	1	132	1.75	45.25	Cfb	14
PC0117	PC0117	FRS	P0069	PC0117	NA	NA	NA	M	Cap	45.26641	1.48244	0	258	1.25	45.25	Cfb	20
PC0118	PC0118	FRS	P0072	PC0118	NA	NA	NA	M	Cap	45.53347	4.85027	0	266	4.75	45.75	Cfb	14
PC0119	PC0119	FRS	P0114	PC0119	0	NA	NA	M	Cap	45.75071	4.71562	0	287	4.75	45.75	Cfb	14
PC0121	PC0121	GES	P0119	PC0121	0	0	NA	M	Cap	48.52938	9.05863	1	357	9.25	48.75	Cfb	190
PC0122	PC0122	GEN	P0073	PC0122	NA	NA	NA	M	Cap	50.29125	7.26436	1	311	7.25	50.25	Cfb	190
PC0123	PC0123	GEN	P0074	PC0123	NA	NA	NA	M	Cap	50.38839	8.06598	1	144	8.25	50.25	Cfb	14
PC0125	PC0125	GEN	P0075	PC0125	NA	NA	NA	M	Cap	50.0905	8.56435	1	83	8.75	50.25	Cfb	14
PC0127	PC0127	CSA	P0077	PC0127	0	0	0	M	Cap	48.19238	13.38832	1	471	13.25	48.25	Cfb	190
PC0128	PC0128	CSA	P0078	PC0128	0	0	0	M	Cap	48.35823	13.69829	0	439	13.75	48.25	Cfb	190
PC0129	PC0129	CSA	P0080	PC0129	0	0	0	M	Cap	48.33207	14.71572	1	596	14.75	48.25	Cfb	14
PC0130	PC0130	CSA	P0082	PC0130	0	0	0	M	Cap	49.27726	16.63096	1	432	16.75	49.25	Cfb	14
PC0131	PC0131	CSA	P0084	PC0131	0	0	1	M	Cap	49.40764	16.27661	1	495	16.25	49.25	Cfb	50
PC0132	PC0132	CSA	P0085	PC0132	0	0	0	M	Cap	49.50827	15.32863	1	558	15.25	49.75	Cfb	50
PC0133	PC0133	CSA	P0087	PC0133	0	0	0	M	Cap	49.98421	13.41717	1	526	13.25	49.75	Cfb	120
PC0134	PC0134	CSA	P0088	PC0134	0	0	1	M	Cap	49.7626	13.10179	1	446	13.25	49.75	Cfb	120
PC0135	PC0135	BNE	P0089	PC0135	0	NA	NA	M	Cap	51.9669	5.66569	0	15	5.75	51.75	Cfb	120
PC0136	PC0136	BNE	P0090	PC0136	0	NA	NA	M	Cap	51.97493	5.7356	0	19	5.75	51.75	Cfb	30
PC0137	PC0137	BNE	P0094	PC0137	NA	NA	NA	M	Cap	51.16745	4.2268	1	12	4.25	51.25	Cfb	30
PC0145	PC0145	BAL	P0169	PC0145	0	0	NA	M	Cap	42.21926	24.16969	0	227	24.25	42.25	Cfb	120
PC0146	PC0146	BAL	P0170	PC0146	0	0	0	M	Cap	41.84129	25.75353	0	225	25.75	41.75	Cfa	120
PC0147	PC0147	BAL	P0171	PC0147	0	NA	NA	M	Cap	41.82786	25.68699	1	172	25.75	41.75	Cfa	14
PC0148	PC0148	BAL	P0173	PC0148	0	NA	NA	M	Cap	41.53786	24.97745	1	782	24.75	41.75	Dfb	14
PC0149	PC0149	BAL	P0176	PC0149	NA	NA	1	M	Cap	41.57778	23.76864	1	496	23.75	41.75	Cfb	50
PC0150	PC0150	BAL	P0177	PC0150	0	NA	0	M	Cap	41.58686	23.5561	1	1016	23.75	41.75	Cfb	150
PC0151	PC0151	BAL	P0178	PC0151	0	NA	0	M	Cap	41.53279	23.40075	1	435	23.25	41.75	Cfb	150
PC0152	PC0152	BAL	P0180	PC0152	0	NA	0	M	Cap	42.32156	23.09941	0	575	23.25	42.25	Dfb	100
PC0153	PC0153	BAL	P0182	PC0153	0	NA	0	M	Cap	44.30005	21.0794	1	123	21.25	44.25	Cfb	100
PC0154	PC0154	BAL	P0183	PC0154	0	NA	0	M	Cap	44.37975	21.21955	0	111	21.25	44.25	Cfb	190
PC0155	PC0155	BAL	P0184	PC0155	0	NA	0	M	Cap	44.65704	21.37022	1	226	21.25	44.75	Cfa	190
PC0156	PC0156	BAL	P0185	PC0156	0	NA	0	M	Cap	45.06708	18.71792	0	90	18.75	45.25	Cfb	NA
PC0157	PC0157	BNE	P0096	PC0157	NA	NA	NA	M	Cap	50.93634	3.62578	1	-2	3.75	50.75	Cfb	NA
PC0158	PC0158	BNE	P0188	PC0158	0	NA	NA	M	Cap	50.89959	4.12158	1	32	4.25	50.75	Cfb	100
PC0159	PC0159	BNE	P0189	PC0159	0	NA	NA	M	Cap	50.88866	4.60247	1	37	4.75	50.75	Cfb	120
PC0160	PC0160	BNE	P0190	PC0160	0	NA	NA	M	Cap	50.7892	5.37844	1	86	5.25	50.75	Cfb	120
PC0169	PC0169	ENS	P0121	PC0169	NA	NA	NA	M	Cap	52.3493	-1.58047	1	72	-1.75	52.25	Cfb	50
PC0171	PC0171	ENS	P0132	PC0171	NA	NA	NA	M	Cap	51.17516	0.75432	0	91	0.75	51.25	Cfb	50
PC0172	PC0172	ENS	P0134	PC0172	NA	NA	NA	M	Cap	51.25483	1.02029	1	18	1.25	51.25	Cfb	50
PC0173	PC0173	ENN	P0139	PC0173	NA	NA	NA	M	Cap	52.93189	-3.05634	0	115	-3.25	52.75	Cfb	14
PC0174	PC0174	ENN	P0141	PC0174	NA	NA	NA	M	Cap	52.97068	-1.15283	0	69	-1.25	52.75	Cfb	14
PC0175	PC0175	ENN	P0143	PC0175	NA	NA	NA	M	Cap	53.21505	-1.67419	0	147	-1.75	53.25	Cfb	30
PC0176	PC0176	ENN	P0217	PC0176	NA	NA	NA	M	Cap	54.0691	-2.27695	0	141	-2.25	54.25	Cfb	30
PC0177	PC0177	ENN	P0222	PC0177	NA	NA	NA	M	Cap	54.66228	-2.75662	1	149	-2.75	54.75	Cfb	20
PC0178	PC0178	ENN	P0225	PC0178	NA	NA	NA	M	Cap	54.97908	-2.12989	0	75	-2.25	54.75	Cfb	20
PC0179	PC0179	ENN	P0226	PC0179	NA	NA	NA	M	Cap	55.01078	-1.43359	0	0	-1.25	55.25	Cfb	50
PC0180	PC0180	ENN	P0228	PC0180	NA	NA	NA	M	Cap	55.4767	-2.55439	1	75	-2.75	55.25	Cfb	50
PC0181	PC0181	ENN	P0229	PC0181	NA	NA	NA	M	Cap	55.78159	-2.31209	0	106	-2.25	55.75	Cfb	14
PC0182	PC0182	ENN	P0230	PC0182	NA	NA	NA	M	Cap	55.94075	-3.1586	0	123	-3.25	55.75	Cfb	14
PC0183	PC0183	SSD	P0265	PC0183	NA	NA	NA	M	Cap	55.71021	13.22014	0	78	13.25	55.75	Cfb	190
PC0184	PC0184	SSD	P0266	PC0184	NA	NA	1	M	Cap	55.70496	13.1959	0	47	13.25	55.75	Cfb	190
PC0185	PC0185	SSD	P0267	PC0185	NA	NA	NA	M	Cap	55.75142	13.04138	1	3	13.25	55.75	Cfb	110
PC0186	PC0186	SSD	P0268	PC0186	NA	NA	NA	M	Cap	55.79369	13.1225	1	3	13.25	55.75	Cfb	110
PC0187	PC0187	SSD	P0269	PC0187	NA	NA	NA	M	Cap	55.67777	13.42023	1	52	13.25	55.75	Cfb	140
PC0188	PC0188	SSD	P0270	PC0188	NA	NA	NA	M	Cap	55.773	14.15341	1	63	14.25	55.75	Cfb	110
PC0189	PC0189	SSD	P0271	PC0189	NA	NA	NA	M	Cap	55.69422	14.16774	1	58	14.25	55.75	Cfb	110
PC0190	PC0190	SSD	P0272	PC0190	NA	NA	NA	M	Cap	55.57917	14.33291	1	-4	14.25	55.75	Cfb	140
PC0191	PC0191	SSD	P0273	PC0191	NA	NA	NA	M	Cap	56.05585	14.30316	1	26	14.25	56.25	Cfb	140
PC0192	PC0192	SSD	P0274	PC0192	NA	NA	NA	M	Cap	56.08969	14.04852	1	9	14.25	56.25	Cfb	140
PC0193	PC0193	SSD	P0275	PC0193	NA	NA	NA	M	Cap	56.31554	16.03761	1	4	16.25	56.25	Cfb	190
PC0194	PC0194	SSD	P0276	PC0194	NA	NA	NA	M	Cap	56.70039	16.51431	1	18	16.75	56.75	Cfb	190
PC0195	PC0195	SSD	P0277	PC0195	NA	NA	NA	M	Cap	56.95902	16.4053	1	-3	16.25	56.75	Cfb	190
PC0196	PC0196	SSD	P0278	PC0196	1	NA	NA	M	Cap	57.40886	15.56853	1	98	15.75	57.25	Cfb	120
PC0197	PC0197	SSD	P0279	PC0197	NA	NA	NA	M	Cap	57.65104	14.80439	1	269	14.75	57.75	Dfb	120
PC0198	PC0198	SSD	P0280	PC0198	NA	NA	1	M	Cap	58.1834	15.00652	1	139	15.25	58.25	Dfb	70
PC0199	PC0199	SSD	P0281	PC0199	NA	NA	NA	M	Cap	58.29046	15.12591	1	116	15.25	58.25	Dfb	70
PC0200	PC0200	SSD	P0284	PC0200	NA	NA	NA	M	Cap	59.43111	16.06748	1	3	16.25	59.25	Dfb	30
PC0217	PC0217	SPN	P0286	PC0217	0	0	0	M	Cap	42.36998	3.31137	1	973	3.25	42.25	Csa	20
PC0218	PC0218	SPN	P0287	PC0218	0	0	0	M	Cap	42.2518	3.04612	0	1020	3.25	42.25	Csa	120
PC0219	PC0219	SPN	P0321	PC0219	0	0	0	M	Cap	42.94026	-1.27881	0	817	-1.25	42.75	Cfb	190
PC0220	PC0220	SPN	P0322	PC0220	0	0	0	M	Cap	42.75997	-0.2326	0	1680	-0.25	42.75	Cfb	190
PC0221	PC0221	SPN	P0323	PC0221	0	0	0	M	Cap	42.5202	0.8454	0	1461	0.75	42.75	Cfb	190
PC0222	PC0222	SPN	P0325	PC0222	0	0	0	M	Cap	42.78327	0.69144	0	723	0.75	42.75	Cfb	190
PC0223	PC0223	SPN	P0327	PC0223	0	0	0	M	Cap	42.34555	1.40419	0	761	1.25	42.25	Cfb	30
