Plant_ID	Tour_ID	Site.ID	HpA_plant	Albugo	Necrosis	Used_for	Latitude	Longitude	HpA_site	Altitude	rndCoord.lon	rndCoord.lat	ClimateZ	Enterobacteriaceae	Burkholderiaceae	Pasteurellaceae	Brucellaceae	Pseudomonadaceae	Acetobacteraceae	Alcaligenaceae	Rhizobiaceae	Sphingomonadaceae	Xanthomonadaceae	Comamonadaceae	Phyllobacteriaceae	Oxalobacteraceae	Peronosporaceae	Albuginaceae	Pectobacteriaceae	Bradyrhizobiaceae	Erwiniaceae	Caulobacteraceae	Methylobacteriaceae	Hyphomicrobiaceae	Erythrobacteraceae	Campylobacteraceae	Aurantimonadaceae	Moraxellaceae
PA0093	ITA	P0015	0	0	0	M	37.16769	14.7722	0	668	14.75	37.25	Csa	0.00110281972135923	0.22220733932654	0.000409204242582264	0.163608619941446	0.00580837046531805	0.000396109027107668	0.0192486170329583	0.0101365235691303	0.00533848843625936	0.00249432899417362	0.00247628570501589	0.00532486862410394	0.00401973481126579	4.56732195230078e-05	1.49588796610551e-05	0.000111953981705979	0.00173140710622489	0.000167184224722917	0.00137353852249853	0.000694749163141707	0	0.00118702748304586	0	0.000317979596830842	0
PA0095	ITA	P0015	0	0	0	M	37.16769	14.7722	0	668	14.75	37.25	Csa	0.00129147952333674	0.0354748011077444	0.0114513942108004	0.000103673044295556	0.000681528721090904	0	5.44599913079343e-05	0.000549101803699176	0.00243215572767039	0.000553989364850194	0.000382596144918095	0.000244686406136256	0.000324647753168528	1.52160027406072e-05	6.64472109465572e-06	0	0.000364305553996002	7.42630845277933e-05	0.000388261105905399	0.000192879351780634	9.99789641829411e-05	0.000329547847802134	8.501267255149e-05	9.41641701609885e-05	0.000303492628485662
PA0098	ITA	P0016	0	0	0	M	37.68949	15.09558	0	723	15.25	37.75	Csa	0.303961629311366	0.13698380960514	0.638602206396585	0.0158279941955625	0.0141565313288635	0.000497460611054357	0.00310145090865977	0.00459083249188676	0.0164295525644455	0.0058921730727915	0.00666404511850041	0.0011859307206057	0.00358950663441176	2.7655487762658e-05	3.22052172837947e-05	0.00012051378139012	0.00240330477086444	0.00125976780478731	0.00342756349697292	0.00158922041825096	0.000484571770500652	0.00223612456411074	0.000309025565452121	0.000513437615639679	0.000735474514669389
PA0101	ITA	P0016	0	0	0	M	37.68949	15.09558	0	723	15.25	37.75	Csa	0.000905545052257143	0.0402978346415105	0.000231003398074621	0.000263509574476249	0.00668159942045804	0	0	0.00195394103711448	0.00123637986173397	0.000156455006954225	0.000972458636945243	0.00165847573845773	0.000722022950991939	1.9337535782089e-05	5.06673930546805e-05	0	0.000308656257323568	0.000377514404755476	0.000140979639401096	0	0	0	0.000216079824040549	0	0.000192849582869737
PA0105	ITA	P0017	0	0	NA	M	38.45387	16.03774	1	104	16.25	38.25	Csa	0.0211025537955428	0.0218319603668653	9.34183912569886e-05	5.32819879135131e-05	0.00110083789610701	6.02858983756018e-05	0.000223914450924541	0.00163679930523273	0.000812492393060705	0.000316354113739992	0.000442422979305257	0.000125754753542159	8.34251457455086e-05	1.56403022526419e-05	2.0490029098294e-05	0	0.0002080356916168	0	0.000171037628311248	0.000118954685204888	0	6.77474634330582e-05	8.73832580525098e-05	9.67899459400525e-05	0
PA0106	ITA	P0017	0	0	NA	M	38.45387	16.03774	1	104	16.25	38.25	Csa	0.0869641681401981	0.0227303497658024	0	0.0467474260408275	0.0271358800038248	0.000312356510933493	0.00290039372900363	0.00282689060989303	0.00334619477196985	0.000764918373891682	0.00144330348127932	0.00137553082719095	0.00172898725249693	5.85262657251211e-05	5.89800173517772e-05	0	0.00122160369956886	0	0.000196930950897364	0.000616334357303504	0.000443717724064091	0.000234011179758843	0.000150918265214791	8.35822047441189e-05	0.000538773568949872
PA0110	ITA	P0018	0	0	0	M	38.43949	16.13289	1	403	16.25	38.25	Csa	0.0167588196239162	0.354684573049439	0.000629470483463299	0.000359023937797641	0.00236016147524988	0.000406217588270345	0.000565791445538885	0.00443697733288295	0.0115109597476575	0.00234481809915861	0.00253947963343553	0.000894434397322348	0.000936890229693627	2.92742398769784e-05	6.13624997492262e-05	5.74055037042915e-05	0.00242975747142021	0.000171450706538255	0.00243302036207686	0.00169213742101979	0.00040393638743887	0.0013694850014053	0.000196268211404596	0.000489141484177883	8.75839353998705e-05
PA0113	ITA	P0018	0	0	0	M	38.43949	16.13289	1	403	16.25	38.25	Csa	0.0632043309068539	0.0712978610817998	0.00238631784507864	0.0246422957839378	0.0711751944665577	0.544500196115228	0.00331144168838476	0.013127615292614	0.0135283282132251	0.00272204790539541	0.00555158196851183	0.00197248406749688	0.0137957205749754	2.45320722558844e-05	2.75476704575622e-05	0.000274893259774216	0.00257316705442062	0.000307879736499269	0.00206955264834554	0.00271877192944361	0.000759903054530703	0.00136623876035273	0.000352445355464003	0.00091089976744283	0.000314554772003397
PA0117	ITA	P0019	0	0	NA	M	38.61867	16.17022	0	269	16.25	38.75	Csa	0.371825584896374	0.0844028515883408	0.00161404826986508	0.040014822142797	0.0027665263030205	0.000763838066054153	0.00425558179684516	0.00617609424966647	0.0161256357306418	0.0016033156737379	0.00294436323105623	0.00188304473773805	0.000528509184598338	9.00757779111476e-06	4.72025484069944e-05	0	0.00364228826380927	0.000263773813252692	0.00197008308066566	0.00351676944914582	0.000828598441908386	0.00124854988026006	0.000100651698648098	0.000836150369765598	0.000269492603285907
PA0118	ITA	P0019	0	0	NA	M	38.61867	16.17022	0	269	16.25	38.75	Csa	0.00212219768945787	0.00401143770420986	0.000509524656732027	0.331297449136345	0.00545837673818637	0.000657625361822155	0.0119074717413022	0.0147764970856963	0.00289752837732802	0.00172546560736321	0.00174277509145188	0.0105170468447239	0.00056877409491918	4.26528413154746e-05	1.86261950176691e-05	0	0.00158854202160736	0.00041634213846563	0.000310959072337301	0.00118947633977923	0.000840770135273451	0.000184754857077525	0.000238303849832141	0.000395935398666968	0.000212684355147183
PA0120	ITA	P0020	0	NA	NA	M	38.76024	16.23519	1	22	16.25	38.75	Csa	0.00127761395706309	0.0424952060824082	0.000579409253928938	0.0826177705733874	0.00418974414178211	0.000373911463580573	0.0072911237481629	0.00525099659002446	0.0044578642030567	0.00215833679437612	0.00289648854251283	0.00272989220126931	0.000258714054079271	8.89220822513292e-05	4.23617959057806e-05	0	0.0029676913450477	0	0.000530413675937613	0.000245931036628222	0.00111543505388693	0.000420190357756666	0.000270988761810308	0	0.000725566163933438
PA0122	ITA	P0020	0	NA	NA	M	38.76024	16.23519	1	22	16.25	38.75	Csa	0.00210414929503217	0.0688600058951153	0	0.000979676907712333	0.00368012977464603	0.000277113827824594	0	0.0036321847448945	0.00344746334770421	0.000290834512775629	0.00203366838043935	0.00443173161764431	0.000575215649860467	0.00390619528614184	3.13952380720349e-05	0.000234965584884151	0.00153003122471903	0	0	0.000364529561561471	0.000236192259840932	0.000622824223349034	0.000803342399439646	0.000222455276748754	0.000716976919624096
PA0134	ITA	P0021	1	NA	NA	M	38.96973	16.3407	1	325	16.25	38.75	Csa	0.0169387120472544	1.42893918790151	0.00311894907426302	0.000592973198823284	0.124460878810881	0.00050318958718857	0.0057626004546686	0.00518210284198823	0.0119982994187897	0.00563310846704299	0.0586741912775611	0.00104963986980226	0.0326112880020126	0.058549541344856	0.00115916646666988	0.000426655849654008	0.00300978759737651	0.000212379307881562	0.00222071640233737	0.0016548026585329	0.00142961091307363	0.00282734595290942	0.000243121231395798	0.000538585797053658	0.000650951493546079
PA0135	ITA	P0021	1	NA	NA	M	38.96973	16.3407	1	325	16.25	38.75	Csa	0.00273549953680948	0.647012763579555	0.00120704427887382	0.000344224075220405	0.0919694911694027	0.00068157649990462	0.00189863838623218	0.0100274602743164	0.0155452425607664	0.0129780078846506	0.00587526847902139	0.00155715492087171	0.014215111302713	0.0214421533797518	0.000540528044116515	0.000247675975197482	0.00275519622194897	0.000616436552246835	0.00220995018162222	0.00179316048304957	0.000912886358101435	0.00218838568735705	0.000141133159491421	0.000547140826937373	0.000125960260555845
PA0141	ITA	P0022	0	NA	NA	M	39.12925	16.16778	1	421	16.25	39.25	Csa	0.000755060918973786	0.132169691819807	0	0.000585918299603802	0.00330147933911759	0	0.00123114376433722	0.00279297205543652	0.00584186503979685	0	0.00216227934839363	0.00207430355682628	0.00183477837271199	0.000659292856054665	0	0.000281053140840509	0.000686302764567663	0.000419705049711973	0.000313470775249164	0.000218015285635509	0.000565040846328549	0.000372494346885104	0.000480457392609612	0	0.000857609063343717
PA0142	ITA	P0022	0	NA	NA	M	39.12925	16.16778	1	421	16.25	39.25	Csa	0.0147217186815539	0.00884812266979965	0.000124148490083253	0.0879449838280278	0.00179545081653529	8.01170214551679e-05	0.0033476781919562	0.00330034368870095	0.00207646692487764	0.00100900608603467	0.000261314925346188	0.00256253641243119	0.000221735907457204	4.84987990797496e-05	3.63070003680861e-05	0.000135862890373736	0.000497644735369964	0.000202888112147731	0.000227300674059442	0.000263474967434224	6.82860920285736e-05	0.000360132311379549	0.000232256184243867	0.000578831048887201	0.000310930290108492
PA0150	ITA	P0023	0	NA	NA	M	39.26974	16.27086	1	438	16.25	39.25	Csa	1.08495266767308	0.111867007665736	0.00265703047565981	0.0251133425489089	0.0864591824776742	0.000796095574534334	0.00477647531745493	0.006191948134072	0.0297752155604774	0.0210806232109674	0.010186651633322	0.00136257135391363	0.00792345699657215	0.00373617341012384	7.63167954246447e-05	0.000103847946229599	0.00266265265699759	0.000155079239834981	0.00156365268701921	0.00326250688209377	0.000626340605035466	0.00371614729279558	8.876348672732e-05	0.000934028166218512	0.000633765839654323
PA0151	ITA	P0023	0	NA	NA	M	39.26974	16.27086	1	438	16.25	39.25	Csa	0.0446654715876226	0.00941223532318352	0.000293095957236897	0.214729628288301	0.13925210044009	0.000945721332519814	0.0148407648737887	0.0150519859360204	0.00803965202798528	0.00357316795934291	0.00547521230167806	0.00802251309621033	0.00510398076982006	0.00256803526539541	0.000128573070282391	0.000561315822613925	0.00254553986081715	0.000718482585676821	0.000983808441263967	0.00105744227055621	0.000644852869194303	0.000637663763358751	0.000137080500535076	0.00121469622734849	0.000856403055010001
PA0160	ITA	P0024	0	NA	NA	M	39.48333	16.2784	1	180	16.25	39.25	Csa	0.0116261114477404	0.314744945979074	0.00102171318649611	0.0293961447709047	0.00377004457682326	0.000659344444935611	0.00401354603039747	0.00370378099548414	0.00250636314706965	0.00130709305843015	0.00328557935567215	0.00163007369452805	0.00177414506580597	0.0125188643091417	0.000232398572864208	0.000124235552797599	0.00156741372569588	0	0.00124708777276979	0.000963705634039651	0.000811746936833663	0.000246983760584511	0.000106189686384648	0.000235241720980121	9.47734792698861e-05
PA0161	ITA	P0024	1	NA	NA	M	39.48333	16.2784	1	180	16.25	39.25	Csa	0.0720103023405613	0.0122560813785859	0.0157216970236298	0.0693803087944568	0.0044959996784448	8.59806587809245e-05	0.00502976520524787	0.00346139307862904	0.00543739417397029	0.000992615833034381	0.0041364921970559	0.00233159327462101	0.00612758344726461	0.0388392215848828	0.000915659920984742	0.000291612958296288	0.00207692551790482	0.000217737170259651	0.000325248598312993	0.00147034306163966	0.000512986897176893	0.000966224555603264	0.000498509289649667	0.000483151489624699	0.000667373566637946
PA0170	SPB	P0049	NA	NA	NA	M	41.49955	2.25038	0	215	2.25	41.25	Csa	0.00304201127180777	0.311261731374764	0.000282186629033208	0.449687555184901	0.030683208850881	0.0016389371290548	0.0319586174464062	0.027108070465936	0.0151032352032566	0.00668922144934482	0.00950340391253163	0.0155744355034231	0.0129780143652126	9.44885500670263e-05	2.0631241743873e-05	0.000463219782450392	0.00666112776411549	0.000922319915441364	0.00189438019051424	0.00107797044588357	0.00372510475604933	0.00225107399966327	0.00237560805991067	0.00160804050582466	0.00235579104697379
PA0174	SPB	P0050	NA	NA	NA	M	41.54554	2.39065	0	139	2.25	41.75	Cfb	0.0289125620722771	0.329250337001944	0.00432699404688239	0.000673074136704171	0.0183307895680591	0.001523099290907	0.00377140647720719	0.0104571018757079	0.023685343589385	0.00639404888102851	0.0217343018365829	0.002647619939726	0.0254680802146097	4.39051141909625e-05	0	0.00064572006120013	0.0119134621079108	0.000642848702504062	0.00648179667431247	0.00317230639501165	0.00302909200903546	0.00142634397506962	0.000367950554394727	0.00081511985389872	0.0016419652146328
