Tour_ID	Site_ID	Plant_ID	HpA_plant	Albugo	Necrosis	Used_for	Lat	Long	HpA_site	Altitude	rndCoord.lon	rndCoord.lat	ClimateZ
SPC	P0099	PA0344	0	0	0	M	40.41881	-4.64537	0	750	-4.75	40.25	Csb
SPC	P0100	PA0361	0	0	0	M	40.56675	-3.88946	0	697	-3.75	40.75	Csb
SPC	P0100	PA0364	0	0	0	M	40.56675	-3.88946	0	697	-3.75	40.75	Csb
SPC	P0101	PA0347	0	0	0	M	40.45935	-3.75122	0	602	-3.75	40.25	Csa
SPC	P0101	PA0352	0	0	0	M	40.45935	-3.75122	0	602	-3.75	40.25	Csa
SPC	P0101	PC0098	0	0	0	M	40.45935	-3.75122	0	602	-3.75	40.25	Csa
SPC	P0102	PA0367	0	0	0	M	40.59248	-3.91508	0	926	-3.75	40.75	Csb
SPC	P0102	PA0370	0	0	0	M	40.59248	-3.91508	0	926	-3.75	40.75	Csb
SPC	P0103	PA0373	0	0	0	M	40.60939	-4.11795	0	962	-4.25	40.75	Csb
SPC	P0103	PA0376	0	0	0	M	40.60939	-4.11795	0	962	-4.25	40.75	Csb
SPC	P0103	PC0100	0	0	0	M	40.60939	-4.11795	0	962	-4.25	40.75	Csb
SPC	P0104	PA0379	0	1	0	M	40.58862	-4.14671	0	1088	-4.25	40.75	Csb
SPC	P0104	PA0382	0	1	0	M	40.58862	-4.14671	0	1088	-4.25	40.75	Csb
SPC	P0104	PC0101	0	0	0	M	40.58862	-4.14671	0	1088	-4.25	40.75	Csb
SPC	P0105	PA0385	0	1	1	M	40.56807	-4.15252	0	1051	-4.25	40.75	Csb
SPC	P0105	PA0388	0	1	0	M	40.56807	-4.15252	0	1051	-4.25	40.75	Csb
SPC	P0105	PC0102	0	0	0	M	40.56807	-4.15252	0	1051	-4.25	40.75	Csb
SPC	P0106	PA0391	0	0	0	M	40.55175	-4.19489	0	1231	-4.25	40.75	Csb
SPC	P0106	PA0394	0	0	0	M	40.55175	-4.19489	0	1231	-4.25	40.75	Csb
SPC	P0107	PA0397	0	0	0	M	40.73847	-3.89804	0	1121	-3.75	40.75	Csb
SPC	P0107	PA0400	0	0	0	M	40.73847	-3.89804	0	1121	-3.75	40.75	Csb
SPC	P0107	PC0103	0	0	0	M	40.73847	-3.89804	0	1121	-3.75	40.75	Csb
SPC	P0108	PA0403	0	0	0	M	40.75114	-3.9934	0	1367	-3.75	40.75	Csb
SPC	P0108	PA0406	0	0	0	M	40.75114	-3.9934	0	1367	-3.75	40.75	Csb
SPC	P0109	PA0409	0	0	0	M	40.73706	-4.0691	0	1181	-4.25	40.75	Csb
SPC	P0109	PA0412	0	0	0	M	40.73706	-4.0691	0	1181	-4.25	40.75	Csb
SPC	P0110	PA0415	0	0	0	M	40.72716	-4.2752	0	1146	-4.25	40.75	Csb
SPC	P0110	PA0418	0	0	0	M	40.72716	-4.2752	0	1146	-4.25	40.75	Csb
SPC	P0110	PC0104	0	0	0	M	40.72716	-4.2752	0	1146	-4.25	40.75	Csb
SPC	P0111	PA0421	0	0	0	M	40.86933	-4.4965	0	974	-4.25	40.75	Csb
SPC	P0111	PA0424	0	0	0	M	40.86933	-4.4965	0	974	-4.25	40.75	Csb
SPC	P0111	PC0105	0	0	0	M	40.86933	-4.4965	0	974	-4.25	40.75	Csb
SPN	P0286	PA0848	0	0	0	M	42.36986	3.31093	1	973	3.25	42.25	Csa
SPN	P0286	PA0849	0	0	0	M	42.36984	3.31094	1	973	3.25	42.25	Csa
SPN	P0286	PC0217	0	0	0	M	42.36998	3.31137	1	973	3.25	42.25	Csa
SPN	P0287	PA0872	0	0	0	M	42.25175	3.04591	0	1020	3.25	42.25	Csa
SPN	P0287	PA0873	0	0	0	M	42.25175	3.04591	0	1020	3.25	42.25	Csa
SPN	P0287	PC0218	0	0	0	M	42.2518	3.04612	0	1020	3.25	42.25	Csa
SPN	P0288	PA0853	0	0	1	M	42.34696	2.99666	0	778	2.75	42.25	Cfb
SPN	P0314	PA0846	0	0	0	M	43.36351	-5.49208	0	237	-5.25	43.25	Cfb
SPN	P0318	PA0858	0	0	0	M	43.04904	-2.6305	0	572	-2.75	43.25	Cfb
SPN	P0318	PA0859	0	0	0	M	43.04904	-2.6305	0	572	-2.75	43.25	Cfb
SPN	P0319	PA0863	0	0	0	M	42.67566	-2.40631	1	609	-2.25	42.75	Cfb
SPN	P0319	PA1749s	0	0	0	M	42.67527	-2.4058	1	609	-2.25	42.75	Cfb
SPN	P0321	PA1753s	0	0	0	M	42.94014	-1.27913	0	817	-1.25	42.75	Cfb
SPN	P0321	PA1756s	0	0	0	M	42.94024	-1.27882	0	817	-1.25	42.75	Cfb
SPN	P0321	PC0219	0	0	0	M	42.94026	-1.27881	0	817	-1.25	42.75	Cfb
SPN	P0322	PA1759s	0	0	0	M	42.76025	-0.23257	0	1680	-0.25	42.75	Cfb
SPN	P0322	PA1761s	0	0	0	M	42.76025	-0.23257	0	1680	-0.25	42.75	Cfb
SPN	P0322	PC0220	0	0	0	M	42.75997	-0.2326	0	1680	-0.25	42.75	Cfb
SPN	P0323	PA1767	0	0	0	M	42.5202	0.8454	0	1461	0.75	42.75	Cfb
SPN	P0323	PC0221	0	0	0	M	42.5202	0.8454	0	1461	0.75	42.75	Cfb
SPN	P0324	PA1768	0	0	1	M	42.46507	0.69566	0	1198	0.75	42.25	Cfb
SPN	P0324	PA1772	0	0	1	M	42.46507	0.69566	0	1198	0.75	42.25	Cfb
SPN	P0325	PA1776	0	0	1	M	42.78327	0.69144	0	723	0.75	42.75	Cfb
SPN	P0325	PC0222	0	0	0	M	42.78327	0.69144	0	723	0.75	42.75	Cfb
SPN	P0326	PA1777	0	0	0	M	42.41257	1.32268	1	1143	1.25	42.25	Cfb
SPN	P0326	PA1781	0	0	1	M	42.40849	1.32465	1	1143	1.25	42.25	Cfb
SPN	P0327	PA1785	0	0	1	M	42.34521	1.40327	0	761	1.25	42.25	Cfb
SPN	P0327	PA1786	0	0	0	M	42.34524	1.40328	0	761	1.25	42.25	Cfb
SPN	P0327	PC0223	0	0	0	M	42.34555	1.40419	0	761	1.25	42.25	Cfb
SPN	P0328	PA1791	NA	NA	1	M	42.38007	1.72598	1	1174	1.75	42.25	Cfb
SPN	P0329	PA1795	0	0	0	M	42.37878	1.7246	0	1208	1.75	42.25	Cfb
SPS	P0002	PA0001	0	NA	NA	M	38.04972	-5.0303	1	573	-5.25	38.25	Csa
SPS	P0002	PA0004	0	NA	NA	M	38.04972	-5.0303	1	573	-5.25	38.25	Csa
SPS	P0002	PC0001	0	NA	NA	M	38.04972	-5.0303	1	573	-5.25	38.25	Csa
SPS	P0003	PA0007	0	NA	NA	M	38.06156	-4.38364	1	302	-4.25	38.25	Csa
SPS	P0003	PA0010	0	NA	NA	M	38.06156	-4.38364	1	302	-4.25	38.25	Csa
SPS	P0004	PA0013	0	NA	NA	M	38.05736	-4.19318	1	213	-4.25	38.25	Csa
SPS	P0004	PA0016	0	NA	NA	M	38.05736	-4.19318	1	213	-4.25	38.25	Csa
SPS	P0004	PA0019	1	NA	NA	M	38.05736	-4.19318	1	213	-4.25	38.25	Csa
SPS	P0005	PA0022	0	NA	NA	M	38.85756	-3.16225	0	764	-3.25	38.75	Csa
SPS	P0005	PA0025	0	NA	NA	M	38.85756	-3.16225	0	764	-3.25	38.75	Csa
SPS	P0005	PC0002	0	NA	NA	M	38.85756	-3.16225	0	764	-3.25	38.75	Csa
SPS	P0006	PA0028	0	NA	NA	M	38.60214	-2.70252	1	1028	-2.75	38.75	Csa
SPS	P0006	PA0031	0	NA	NA	M	38.60214	-2.70252	1	1028	-2.75	38.75	Csa
SPS	P0007	PA0037	0	NA	NA	M	38.87524	-3.52768	0	726	-3.75	38.75	Csa
SPS	P0007	PA0040	0	NA	NA	M	38.87524	-3.52768	0	726	-3.75	38.75	Csa
SPS	P0007	PC0003	0	NA	NA	M	38.87524	-3.52768	0	726	-3.75	38.75	Csa
SPS	P0008	PA0043	0	NA	NA	M	39.58164	-3.9288	0	969	-3.75	39.75	BSk
SPS	P0008	PA0046	0	NA	NA	M	39.58164	-3.9288	0	969	-3.75	39.75	BSk
SPS	P0009	PA0049	0	NA	NA	M	40.04818	-4.65225	1	393	-4.75	40.25	Csb
SPS	P0009	PA0052	0	NA	NA	M	40.04818	-4.65225	1	393	-4.75	40.25	Csb
SPS	P0010	PA0057	0	NA	NA	M	39.72536	-5.74385	0	451	-5.75	39.75	Csa
SPS	P0010	PA0060	0	NA	NA	M	39.72536	-5.74385	0	451	-5.75	39.75	Csa
SPS	P0010	PC0004	0	NA	NA	M	39.72536	-5.74385	0	451	-5.75	39.75	Csa
SPS	P0011	PA0063	0	NA	NA	M	39.39484	-5.78286	1	577	-5.75	39.25	Csa
SPS	P0011	PA0066	0	NA	NA	M	39.39484	-5.78286	1	577	-5.75	39.25	Csa
SPS	P0012	PA0072	0	NA	NA	M	39.25705	-6.03331	0	449	-6.25	39.25	Csa
SPS	P0012	PA0075	0	NA	NA	M	39.25705	-6.03331	0	449	-6.25	39.25	Csa
SPS	P0012	PC0005	0	NA	NA	M	39.25705	-6.03331	0	449	-6.25	39.25	Csa
SPS	P0013	PA0078	0	NA	NA	M	39.22976	-6.07479	0	536	-6.25	39.25	Csa
SPS	P0013	PA0081	0	NA	NA	M	39.22976	-6.07479	0	536	-6.25	39.25	Csa
SPS	P0014	PA0084	0	NA	NA	M	38.19125	-6.23774	0	520	-6.25	38.25	Csa
SPS	P0014	PA0087	0	NA	NA	M	38.19125	-6.23774	0	520	-6.25	38.25	Csa
SPS	P0014	PC0006	0	NA	NA	M	38.19125	-6.23774	0	520	-6.25	38.25	Csa
SSD	P0265	PA0681	NA	NA	NA	M	55.71021	13.22014	0	78	13.25	55.75	Cfb
SSD	P0265	PA0682	NA	NA	NA	M	55.71021	13.22014	0	78	13.25	55.75	Cfb
SSD	P0265	PC0183	NA	NA	NA	M	55.71021	13.22014	0	78	13.25	55.75	Cfb
SSD	P0266	PA1417	NA	NA	NA	M	55.70496	13.1959	0	47	13.25	55.75	Cfb
SSD	P0266	PA1418	NA	NA	NA	M	55.70496	13.1959	0	47	13.25	55.75	Cfb
SSD	P0266	PC0184	NA	NA	1	M	55.70496	13.1959	0	47	13.25	55.75	Cfb
SSD	P0267	PA1423	NA	1	NA	M	55.75142	13.04138	1	3	13.25	55.75	Cfb
SSD	P0267	PA1426	NA	NA	NA	M	55.75142	13.04138	1	3	13.25	55.75	Cfb
SSD	P0267	PC0185	NA	NA	NA	M	55.75142	13.04138	1	3	13.25	55.75	Cfb
SSD	P0268	PA1429	NA	NA	1	M	55.79369	13.1225	1	3	13.25	55.75	Cfb
SSD	P0268	PA1431	NA	NA	1	M	55.79369	13.1225	1	3	13.25	55.75	Cfb
SSD	P0268	PC0186	NA	NA	NA	M	55.79369	13.1225	1	3	13.25	55.75	Cfb
SSD	P0269	PA1438	NA	NA	NA	M	55.67777	13.42023	1	52	13.25	55.75	Cfb
SSD	P0269	PA1439	NA	NA	0	M	55.67777	13.42023	1	52	13.25	55.75	Cfb
SSD	P0269	PC0187	NA	NA	NA	M	55.67777	13.42023	1	52	13.25	55.75	Cfb
SSD	P0270	PA1443	NA	NA	NA	M	55.773	14.15341	1	63	14.25	55.75	Cfb
SSD	P0270	PA1444	NA	NA	NA	M	55.773	14.15341	1	63	14.25	55.75	Cfb
SSD	P0270	PC0188	NA	NA	NA	M	55.773	14.15341	1	63	14.25	55.75	Cfb
SSD	P0271	PA1451	NA	NA	1	M	55.69422	14.16774	1	58	14.25	55.75	Cfb
SSD	P0271	PA1453	NA	NA	NA	M	55.69422	14.16774	1	58	14.25	55.75	Cfb
SSD	P0271	PC0189	NA	NA	NA	M	55.69422	14.16774	1	58	14.25	55.75	Cfb
SSD	P0272	PA1458	NA	NA	NA	M	55.57917	14.33291	1	-4	14.25	55.75	Cfb
SSD	P0272	PA1459	NA	NA	NA	M	55.57917	14.33291	1	-4	14.25	55.75	Cfb
SSD	P0272	PC0190	NA	NA	NA	M	55.57917	14.33291	1	-4	14.25	55.75	Cfb
SSD	P0273	PA1465	1	NA	NA	M	56.05585	14.30316	1	26	14.25	56.25	Cfb
SSD	P0273	PA1466	NA	NA	NA	M	56.05585	14.30316	1	26	14.25	56.25	Cfb
SSD	P0273	PC0191	NA	NA	NA	M	56.05585	14.30316	1	26	14.25	56.25	Cfb
SSD	P0274	PA1473	NA	NA	NA	M	56.08969	14.04852	1	9	14.25	56.25	Cfb
SSD	P0274	PA1475	NA	NA	NA	M	56.08969	14.04852	1	9	14.25	56.25	Cfb
SSD	P0274	PC0192	NA	NA	NA	M	56.08969	14.04852	1	9	14.25	56.25	Cfb
SSD	P0275	PA1478	NA	NA	1	M	56.31554	16.03761	1	4	16.25	56.25	Cfb
SSD	P0275	PA1479	NA	NA	NA	M	56.31554	16.03761	1	4	16.25	56.25	Cfb
SSD	P0275	PC0193	NA	NA	NA	M	56.31554	16.03761	1	4	16.25	56.25	Cfb
SSD	P0276	PA1485	NA	NA	NA	M	56.70039	16.51431	1	18	16.75	56.75	Cfb
SSD	P0276	PA1486	NA	NA	NA	M	56.70039	16.51431	1	18	16.75	56.75	Cfb
SSD	P0276	PC0194	NA	NA	NA	M	56.70039	16.51431	1	18	16.75	56.75	Cfb
SSD	P0277	PA1492	1	NA	NA	M	56.95902	16.4053	1	-3	16.25	56.75	Cfb
SSD	P0277	PA1493	NA	NA	NA	M	56.95902	16.4053	1	-3	16.25	56.75	Cfb
SSD	P0277	PC0195	NA	NA	NA	M	56.95902	16.4053	1	-3	16.25	56.75	Cfb
SSD	P0278	PA1497	NA	NA	NA	M	57.40886	15.56853	1	98	15.75	57.25	Cfb
SSD	P0278	PA1499	NA	NA	NA	M	57.40886	15.56853	1	98	15.75	57.25	Cfb
SSD	P0278	PC0196	1	NA	NA	M	57.40886	15.56853	1	98	15.75	57.25	Cfb
SSD	P0279	PA1506	NA	NA	NA	M	57.65104	14.80439	1	269	14.75	57.75	Dfb
SSD	P0279	PA1507	NA	NA	NA	M	57.65104	14.80439	1	269	14.75	57.75	Dfb
SSD	P0279	PC0197	NA	NA	NA	M	57.65104	14.80439	1	269	14.75	57.75	Dfb
SSD	P0280	PA1512	NA	NA	NA	M	58.1834	15.00652	1	139	15.25	58.25	Dfb
SSD	P0280	PA1513	NA	NA	1	M	58.1834	15.00652	1	139	15.25	58.25	Dfb
SSD	P0280	PC0198	NA	NA	1	M	58.1834	15.00652	1	139	15.25	58.25	Dfb
SSD	P0281	PA1518	NA	NA	NA	M	58.29046	15.12591	1	116	15.25	58.25	Dfb
SSD	P0281	PA1519	NA	NA	1	M	58.29046	15.12591	1	116	15.25	58.25	Dfb
SSD	P0281	PC0199	NA	NA	NA	M	58.29046	15.12591	1	116	15.25	58.25	Dfb
SSD	P0282	PA1525	NA	NA	NA	M	58.82053	14.9585	1	95	14.75	58.75	Dfb
SSD	P0282	PA1526	NA	NA	NA	M	58.82053	14.9585	1	95	14.75	58.75	Dfb
SSD	P0283	PA1531	NA	NA	NA	M	59.43196	16.80225	0	-19	16.75	59.25	Dfb
SSD	P0283	PA1532	NA	NA	1	M	59.43196	16.80225	0	-19	16.75	59.25	Dfb
SSD	P0284	PA1538	NA	NA	NA	M	59.43111	16.06748	1	3	16.25	59.25	Dfb
SSD	P0284	PA1539	NA	NA	NA	M	59.43111	16.06748	1	3	16.25	59.25	Dfb
SSD	P0284	PC0200	NA	NA	NA	M	59.43111	16.06748	1	3	16.25	59.25	Dfb
SSD	P0285	PA1548	NA	NA	NA	M	59.78614	17.58582	1	38	17.75	59.75	Dfb
SSD	P0285	PA1549	NA	NA	NA	M	59.78614	17.58582	1	38	17.75	59.75	Dfb
SWN	P0167	PA1946	NA	NA	NA	M	62.86268	18.33769	0	71	18.25	62.75	Dfc
SWN	P0167	PA1949	NA	NA	NA	M	62.86268	18.33769	0	71	18.25	62.75	Dfc
SWN	P0168	PA1952	NA	NA	NA	M	62.8755	18.17542	0	3	18.25	62.75	Dfc
SWN	P0168	PA1955	NA	NA	NA	M	62.8755	18.17542	0	3	18.25	62.75	Dfc
SWN	P0363	PA1881	NA	NA	NA	M	62.62647	17.67551	0	0	17.75	62.75	Dfc
SWN	P0363	PA1884	NA	NA	NA	M	62.62647	17.67551	0	0	17.75	62.75	Dfc
SWN	P0364	PA1887	NA	NA	NA	M	62.63792	17.73273	0	67	17.75	62.75	Dfc
SWN	P0364	PA1890	NA	NA	NA	M	62.63792	17.73273	0	67	17.75	62.75	Dfc
SWN	P0365	PA1893	NA	NA	NA	M	62.79208	17.89834	0	40	17.75	62.75	Dfc
SWN	P0365	PA1896	NA	NA	NA	M	62.79208	17.89834	0	40	17.75	62.75	Dfc
SWN	P0366	PA1899	NA	NA	NA	M	63.06645	18.31932	1	10	18.25	63.25	Dfc
SWN	P0366	PA1902	1	NA	NA	M	63.06645	18.31932	1	10	18.25	63.25	Dfc
SWN	P0367	PA1907	NA	NA	NA	M	63.0163	18.31755	1	-6	18.25	63.25	Dfc
SWN	P0367	PA1910	NA	NA	NA	M	63.0163	18.31755	1	-6	18.25	63.25	Dfc
SWN	P0368	PA1914	NA	NA	NA	M	62.95647	18.34079	0	72	18.25	62.75	Dfc
SWN	P0368	PA1917	NA	NA	NA	M	62.95647	18.34079	0	72	18.25	62.75	Dfc
SWN	P0369	PA1920	NA	NA	NA	M	62.91837	18.38055	0	42	18.25	62.75	Dfc
SWN	P0369	PA1923	NA	NA	NA	M	62.91837	18.38055	0	42	18.25	62.75	Dfc
SWN	P0370	PA1926	NA	NA	NA	M	62.9151	18.40421	1	1	18.25	62.75	Dfc
SWN	P0370	PA1931	NA	NA	NA	M	62.9151	18.40421	1	1	18.25	62.75	Dfc
SWN	P0371	PA1934	NA	NA	NA	M	62.89608	18.36596	0	87	18.25	62.75	Dfc
SWN	P0371	PA1937	NA	NA	NA	M	62.89608	18.36596	0	87	18.25	62.75	Dfc
SWN	P0372	PA1940	NA	NA	NA	M	62.87939	18.44764	0	-3	18.25	62.75	Dfc
SWN	P0372	PA1943	NA	NA	NA	M	62.87939	18.44764	0	-3	18.25	62.75	Dfc
SWN	P0375	PA1958	NA	NA	NA	M	62.80042	18.075546	1	-4	18.25	62.75	Dfc
SWN	P0375	PA1961	NA	NA	NA	M	62.80042	18.075546	1	-4	18.25	62.75	Dfc
