Tour_ID	Site_ID	Plant_ID	HpA_plant	Albugo	Necrosis	Used_for	Lat	Long	HpA_site	Altitude	rndCoord.lon	rndCoord.lat	ClimateZ
FRS	P0064	PA0302	0	0	0	M	43.83829	3.70065	0	180	3.75	43.75	Csa
FRS	P0064	PC0112	NA	NA	NA	M	43.83829	3.70065	0	180	3.75	43.75	Csa
FRS	P0065	PA0303	0	0	0	M	43.56131	3.82113	0	27	3.75	43.75	Csa
FRS	P0065	PA0305	0	0	0	M	43.56131	3.82113	0	27	3.75	43.75	Csa
FRS	P0065	PC0113	NA	NA	NA	M	43.56131	3.82113	0	27	3.75	43.75	Csa
FRS	P0066	PA0311	0	0	0	M	44.64323	2.56623	0	252	2.75	44.75	Cfb
FRS	P0066	PA0314	0	0	0	M	44.64323	2.56623	0	252	2.75	44.75	Cfb
FRS	P0066	PC0114	NA	NA	NA	M	44.64323	2.56623	0	252	2.75	44.75	Cfb
FRS	P0067	PA0317	0	0	0	M	44.99942	1.30068	1	239	1.25	44.75	Cfb
FRS	P0067	PA0318	0	0	0	M	44.99942	1.30068	1	239	1.25	44.75	Cfb
FRS	P0067	PC0115	NA	NA	NA	M	44.99942	1.30068	1	239	1.25	44.75	Cfb
FRS	P0068	PA0321	0	0	0	M	45.00064	1.74917	1	132	1.75	45.25	Cfb
FRS	P0068	PA0322	0	0	0	M	45.00064	1.74917	1	132	1.75	45.25	Cfb
FRS	P0068	PC0116	NA	NA	NA	M	45.00064	1.74917	1	132	1.75	45.25	Cfb
FRS	P0069	PA0328	0	0	0	M	45.26641	1.48244	0	258	1.25	45.25	Cfb
FRS	P0069	PA0329	0	0	0	M	45.26641	1.48244	0	258	1.25	45.25	Cfb
FRS	P0069	PC0117	NA	NA	NA	M	45.26641	1.48244	0	258	1.25	45.25	Cfb
FRS	P0071	PA0332	0	0	0	M	45.19445	4.95468	0	233	4.75	45.25	Cfb
FRS	P0071	PA0335	0	0	0	M	45.19445	4.95468	0	233	4.75	45.25	Cfb
FRS	P0072	PA0435	0	0	0	M	45.53347	4.85027	0	266	4.75	45.75	Cfb
FRS	P0072	PA0436	0	0	0	M	45.53347	4.85027	0	266	4.75	45.75	Cfb
FRS	P0072	PC0118	NA	NA	NA	M	45.53347	4.85027	0	266	4.75	45.75	Cfb
FRS	P0114	PA0438	0	0	0	M	45.75071	4.71562	0	287	4.75	45.75	Cfb
FRS	P0114	PA0439	0	0	0	M	45.75071	4.71562	0	287	4.75	45.75	Cfb
FRS	P0114	PC0119	0	NA	NA	M	45.75071	4.71562	0	287	4.75	45.75	Cfb
FRS	P0115	PA0446	0	0	0	M	46.68193	4.08302	0	320	4.25	46.75	Cfb
FRS	P0116	PA0447	0	0	0	M	46.60396	4.29953	0	268	4.25	46.75	Cfb
FRS	P0116	PA0449	0	0	0	M	46.60396	4.29953	0	268	4.25	46.75	Cfb
GEN	P0073	PA0464	NA	NA	NA	M	50.29125	7.26436	1	311	7.25	50.25	Cfb
GEN	P0073	PA0469	NA	NA	NA	M	50.29125	7.26436	1	311	7.25	50.25	Cfb
GEN	P0073	PC0122	NA	NA	NA	M	50.29125	7.26436	1	311	7.25	50.25	Cfb
GEN	P0074	PA0472	NA	NA	NA	M	50.38839	8.06598	1	144	8.25	50.25	Cfb
GEN	P0074	PA0473	NA	NA	NA	M	50.38839	8.06598	1	144	8.25	50.25	Cfb
GEN	P0074	PC0123	NA	NA	NA	M	50.38839	8.06598	1	144	8.25	50.25	Cfb
GEN	P0075	PA0479	NA	NA	NA	M	50.0905	8.56435	1	83	8.75	50.25	Cfb
GEN	P0075	PA0480	NA	NA	NA	M	50.0905	8.56435	1	83	8.75	50.25	Cfb
GEN	P0075	PC0125	NA	NA	NA	M	50.0905	8.56435	1	83	8.75	50.25	Cfb
GEN	P0158	PA0795	NA	NA	NA	M	53.49497	10.11113	1	-3	10.25	53.25	Cfb
GEN	P0158	PA0797	NA	NA	NA	M	53.49497	10.11113	1	-3	10.25	53.25	Cfb
GEN	P0158	PC0082	NA	NA	NA	M	53.49497	10.11113	1	-3	10.25	53.25	Cfb
GEN	P0159	PA0492	0	NA	NA	M	53.45987	11.66125	0	31	11.75	53.25	Cfb
GEN	P0159	PA0493	0	NA	NA	M	53.45987	11.66125	0	31	11.75	53.25	Cfb
GEN	P0160	PA0484	NA	NA	NA	M	52.58358	13.13688	0	19	13.25	52.75	Cfb
GEN	P0160	PA0485	NA	NA	NA	M	52.58358	13.13688	0	19	13.25	52.75	Cfb
GEN	P0160	PC0083	NA	NA	NA	M	52.58358	13.13688	0	19	13.25	52.75	Cfb
GEN	P0161	PA0802	0	NA	NA	M	51.1011	13.77745	1	205	13.75	51.25	Cfb
GEN	P0161	PA0805	0	NA	NA	M	51.1011	13.77745	1	205	13.75	51.25	Cfb
GEN	P0161	PC0084	NA	NA	NA	M	51.1011	13.77745	1	205	13.75	51.25	Cfb
GEN	P0162	PA0806	NA	NA	NA	M	51.35089	12.44002	0	121	12.25	51.25	Cfb
GEN	P0162	PA0810	NA	NA	NA	M	51.35089	12.44002	0	121	12.25	51.25	Cfb
GEN	P0162	PC0085	NA	NA	NA	M	51.35089	12.44002	0	121	12.25	51.25	Cfb
GEN	P0163	PA0812	NA	NA	NA	M	49.79628	10.34753	0	258	10.25	49.75	Cfb
GEN	P0163	PA0813	NA	NA	NA	M	50.93334	11.5727	1	160	11.75	50.75	Cfb
GEN	P0163	PC0086	NA	NA	NA	M	50.93334	11.5727	1	160	11.75	50.75	Cfb
GEN	P0165	PA0832	NA	NA	NA	M	52.30192	8.02299	0	59	8.25	52.25	Cfb
GEN	P0165	PA0836	NA	NA	NA	M	52.30192	8.02299	0	59	8.25	52.25	Cfb
GEN	P0165	PC0088	NA	NA	NA	M	52.30192	8.02299	0	59	8.25	52.25	Cfb
GEN	P0166	PA0841	NA	NA	1	M	53.34189	8.42052	0	17	8.25	53.25	Cfb
GEN	P0166	PA0842	NA	NA	1	M	53.34189	8.42052	0	17	8.25	53.25	Cfb
GEN	P0313	PA0866	0	0	0	M	51.5107	9.67837	0	279	9.75	51.75	Cfb
GEN	P0313	PA0870	0	0	0	M	51.5107	9.67837	0	279	9.75	51.75	Cfb
GES	P0119	PA0460	0	0	NA	M	48.52938	9.05863	1	357	9.25	48.75	Cfb
GES	P0119	PA0462	0	0	NA	M	48.52938	9.05863	1	357	9.25	48.75	Cfb
GES	P0119	PC0121	0	0	NA	M	48.52938	9.05863	1	357	9.25	48.75	Cfb
IRE	P0193	PA1117	NA	NA	NA	M	53.18549	-6.13059	1	72	-6.25	53.25	Cfb
IRE	P0193	PA1119	NA	NA	NA	M	53.18549	-6.13059	1	72	-6.25	53.25	Cfb
IRE	P0194	PA1126	NA	NA	NA	M	52.99227	-6.07541	1	14	-6.25	52.75	Cfb
IRE	P0194	PA1127	NA	NA	NA	M	52.99227	-6.07541	1	14	-6.25	52.75	Cfb
IRE	P0194	PC0025	NA	NA	NA	M	52.99227	-6.07541	1	14	-6.25	52.75	Cfb
IRE	P0195	PA1271	NA	NA	NA	M	52.67437	-6.29735	1	69	-6.25	52.75	Cfb
IRE	P0195	PA1273	1	NA	NA	M	52.67437	-6.29735	1	69	-6.25	52.75	Cfb
IRE	P0196	PA1275	NA	NA	NA	M	52.39283	-6.94348	1	8	-6.75	52.25	Cfb
IRE	P0196	PA1278	NA	NA	NA	M	52.39283	-6.94348	1	8	-6.75	52.25	Cfb
IRE	P0197	PA1283	1	NA	NA	M	52.26638	-7.10075	1	30	-7.25	52.25	Cfb
IRE	P0197	PA1286	NA	NA	NA	M	52.26638	-7.10075	1	30	-7.25	52.25	Cfb
IRE	P0198	PA1287	0	NA	NA	M	52.13662	-7.46801	1	76	-7.25	52.25	Cfb
IRE	P0198	PA1290	0	NA	NA	M	52.13662	-7.46801	1	76	-7.25	52.25	Cfb
IRE	P0198	PC0026	NA	NA	NA	M	52.13662	-7.46801	1	76	-7.25	52.25	Cfb
IRE	P0199	PA1294	0	NA	NA	M	52.08537	-7.63043	1	3	-7.75	52.25	Cfb
IRE	P0199	PC0027	0	NA	NA	M	52.08537	-7.63043	1	3	-7.75	52.25	Cfb
IRE	P0200	PA1300	0	NA	NA	M	52.13976	-7.9322	0	23	-7.75	52.25	Cfb
IRE	P0200	PA1303	0	NA	NA	M	52.13976	-7.9322	0	23	-7.75	52.25	Cfb
IRE	P0201	PA1306	0	NA	NA	M	52.37443	-7.92707	1	41	-7.75	52.25	Cfb
IRE	P0201	PA1309	0	NA	NA	M	52.37443	-7.92707	1	41	-7.75	52.25	Cfb
IRE	P0202	PA1298	0	NA	NA	M	52.44792	-8.06358	1	63	-8.25	52.25	Cfb
IRE	P0203	PA1313	NA	NA	NA	M	52.66856	-8.55832	1	34	-8.75	52.75	Cfb
IRE	P0203	PA1315	NA	NA	NA	M	52.66856	-8.55832	1	34	-8.75	52.75	Cfb
IRE	P0204	PA1318	NA	NA	NA	M	52.81228	-8.45633	1	58	-8.25	52.75	Cfb
IRE	P0204	PA1319	NA	NA	NA	M	52.81228	-8.45633	1	58	-8.25	52.75	Cfb
IRE	P0205	PA1325	NA	NA	NA	M	52.89413	-8.5529	1	46	-8.75	52.75	Cfb
IRE	P0205	PA1327	NA	NA	NA	M	52.89413	-8.5529	1	46	-8.75	52.75	Cfb
IRE	P0206	PA1332	NA	NA	NA	M	52.83387	-8.99243	0	7	-8.75	52.75	Cfb
IRE	P0206	PA1334	NA	NA	NA	M	52.83387	-8.99243	0	7	-8.75	52.75	Cfb
IRE	P0206	PC0028	NA	NA	NA	M	52.83387	-8.99243	0	7	-8.75	52.75	Cfb
IRE	P0207	PA1336	NA	NA	NA	M	52.91175	-9.06598	1	26	-9.25	52.75	Cfb
IRE	P0207	PA1339	NA	NA	NA	M	52.91175	-9.06598	1	26	-9.25	52.75	Cfb
IRE	P0208	PA1343	NA	NA	NA	M	53.62622	-9.22583	1	28	-9.25	53.75	Cfb
IRE	P0208	PA1344	1	1	NA	M	53.62622	-9.22583	1	28	-9.25	53.75	Cfb
IRE	P0209	PA1347	NA	NA	NA	M	53.47957	-9.13189	1	15	-9.25	53.25	Cfb
IRE	P0209	PA1351	NA	NA	NA	M	53.47957	-9.13189	1	15	-9.25	53.25	Cfb
IRE	P0210	PA1355	NA	NA	NA	M	53.34742	-8.9437	1	9	-8.75	53.25	Cfb
IRE	P0210	PA1358	NA	NA	NA	M	53.34742	-8.9437	1	9	-8.75	53.25	Cfb
IRE	P0211	PA1360	0	0	NA	M	53.55223	-9.94931	0	29	-9.75	53.75	Cfb
IRE	P0211	PA1364	0	0	NA	M	53.55223	-9.94931	0	29	-9.75	53.75	Cfb
IRE	P0212	PA1367	0	0	NA	M	53.39631	-9.91893	0	-5	-9.75	53.25	Cfb
IRE	P0212	PA1369	0	0	NA	M	53.39631	-9.91893	0	-5	-9.75	53.25	Cfb
IRE	P0213	PA1372	0	0	NA	M	53.43545	-9.30709	1	13	-9.25	53.25	Cfb
IRE	P0213	PA1374	0	0	NA	M	53.43545	-9.30709	1	13	-9.25	53.25	Cfb
IRE	P0214	PA1379	0	0	NA	M	53.27923	-9.13919	0	58	-9.25	53.25	Cfb
IRE	P0214	PA1382	0	1	NA	M	53.27923	-9.13919	0	58	-9.25	53.25	Cfb
IRE	P0215	PA1383	NA	NA	NA	M	53.32991	-8.22293	1	45	-8.25	53.25	Cfb
IRE	P0215	PA1386	NA	NA	NA	M	53.32991	-8.22293	1	45	-8.25	53.25	Cfb
IRE	P0216	PA1390	NA	NA	NA	M	53.28877	-8.74147	0	36	-8.75	53.25	Cfb
IRE	P0216	PA1394	NA	NA	NA	M	53.28877	-8.74147	0	36	-8.75	53.25	Cfb
IRE	P0232	PA1396	NA	NA	NA	M	53.115	-9.15044	0	6	-9.25	53.25	Cfb
IRE	P0233	PA1399	NA	NA	NA	M	53.12682	-9.05359	0	28	-9.25	53.25	Cfb
IRE	P0234	PA1403	NA	1	NA	M	53.12878	-8.95529	0	18	-8.75	53.25	Cfb
IRE	P0234	PA1406	NA	NA	NA	M	53.12878	-8.95529	0	18	-8.75	53.25	Cfb
IRE	P0235	PA1408	NA	NA	NA	M	54.26488	-8.33463	1	12	-8.25	54.25	Cfb
IRE	P0235	PA1410	NA	NA	NA	M	54.26488	-8.33463	1	12	-8.25	54.25	Cfb
IRE	P0236	PA1752i	NA	NA	NA	M	53.92103	-7.91368	1	49	-7.75	53.75	Cfb
IRE	P0236	PA1753i	NA	NA	NA	M	53.92103	-7.91368	1	49	-7.75	53.75	Cfb
IRE	P0238	PA1755i	NA	NA	NA	M	53.69478	-7.60888	0	101	-7.75	53.75	Cfb
IRE	P0238	PA1757i	NA	NA	NA	M	53.69478	-7.60888	0	101	-7.75	53.75	Cfb
IRE	P0239	PA1765i	NA	NA	NA	M	53.99572	-7.36269	0	77	-7.25	53.75	Cfb
IRE	P0239	PA1766i	NA	NA	NA	M	53.99572	-7.36269	0	77	-7.25	53.75	Cfb
IRE	P0290	PA1833	0	0	NA	M, P	53.03812	-9.37913	0	51	-9.25	53.25	Cfb
ITA	P0015	PA0093	0	0	0	M	37.16769	14.7722	0	668	14.75	37.25	Csa
ITA	P0015	PA0095	0	0	0	M	37.16769	14.7722	0	668	14.75	37.25	Csa
ITA	P0016	PA0098	0	0	0	M	37.68949	15.09558	0	723	15.25	37.75	Csa
ITA	P0016	PA0101	0	0	0	M	37.68949	15.09558	0	723	15.25	37.75	Csa
ITA	P0016	PC0059	0	0	0	M	37.68949	15.09558	0	723	15.25	37.75	Csa
ITA	P0017	PA0105	0	0	NA	M	38.45387	16.03774	1	104	16.25	38.25	Csa
ITA	P0017	PA0106	0	0	NA	M	38.45387	16.03774	1	104	16.25	38.25	Csa
ITA	P0017	PC0060	0	0	NA	M	38.45387	16.03774	1	104	16.25	38.25	Csa
ITA	P0018	PA0110	0	0	0	M	38.43949	16.13289	1	403	16.25	38.25	Csa
ITA	P0018	PA0113	0	0	0	M	38.43949	16.13289	1	403	16.25	38.25	Csa
ITA	P0018	PC0061	0	0	0	M	38.43949	16.13289	1	403	16.25	38.25	Csa
ITA	P0019	PA0117	0	0	NA	M	38.61867	16.17022	0	269	16.25	38.75	Csa
ITA	P0019	PA0118	0	0	NA	M	38.61867	16.17022	0	269	16.25	38.75	Csa
ITA	P0019	PC0062	0	0	NA	M	38.61867	16.17022	0	269	16.25	38.75	Csa
ITA	P0020	PA0120	0	NA	NA	M	38.76024	16.23519	1	22	16.25	38.75	Csa
ITA	P0020	PA0122	0	NA	NA	M	38.76024	16.23519	1	22	16.25	38.75	Csa
ITA	P0020	PC0063	0	NA	NA	M	38.76024	16.23519	1	22	16.25	38.75	Csa
ITA	P0021	PA0134	1	NA	NA	M	38.96973	16.3407	1	325	16.25	38.75	Csa
ITA	P0021	PA0135	1	NA	NA	M	38.96973	16.3407	1	325	16.25	38.75	Csa
ITA	P0021	PC0064	0	NA	NA	M	38.96973	16.3407	1	325	16.25	38.75	Csa
ITA	P0022	PA0141	0	NA	NA	M	39.12925	16.16778	1	421	16.25	39.25	Csa
ITA	P0022	PA0142	0	NA	NA	M	39.12925	16.16778	1	421	16.25	39.25	Csa
ITA	P0022	PC0065	0	NA	NA	M	39.12925	16.16778	1	421	16.25	39.25	Csa
ITA	P0023	PA0150	0	NA	NA	M	39.26974	16.27086	1	438	16.25	39.25	Csa
ITA	P0023	PA0151	0	NA	NA	M	39.26974	16.27086	1	438	16.25	39.25	Csa
ITA	P0023	PC0066	0	NA	NA	M	39.26974	16.27086	1	438	16.25	39.25	Csa
ITA	P0024	PA0160	0	NA	NA	M	39.48333	16.2784	1	180	16.25	39.25	Csa
ITA	P0024	PA0161	1	NA	NA	M	39.48333	16.2784	1	180	16.25	39.25	Csa
ITA	P0024	PC0067	0	NA	NA	M	39.48333	16.2784	1	180	16.25	39.25	Csa
ITA	P0025	PA0234	0	NA	NA	M	40.34001	16.72877	1	44	16.75	40.25	Csa
ITA	P0025	PA0236	0	NA	NA	M	40.34001	16.72877	1	44	16.75	40.25	Csa
ITA	P0025	PC0068	0	NA	NA	M	40.34001	16.72877	1	44	16.75	40.25	Csa
ITA	P0026	PA0240	0	NA	NA	M	40.18058	16.44843	1	126	16.25	40.25	Csa
ITA	P0026	PA0243	0	NA	NA	M	40.18058	16.44843	1	126	16.25	40.25	Csa
ITA	P0026	PC0069	0	NA	NA	M	40.18058	16.44843	1	126	16.25	40.25	Csa
ITA	P0028	PA0246	0	NA	NA	M	40.67525	14.86878	0	70	14.75	40.75	Csa
ITA	P0028	PA0249	0	1	NA	M	40.67525	14.86878	0	70	14.75	40.75	Csa
ITA	P0028	PC0070	0	NA	NA	M	40.67525	14.86878	0	70	14.75	40.75	Csa
ITA	P0029	PA0252	0	NA	NA	M	40.83693	14.57942	1	53	14.75	40.75	Csa
ITA	P0029	PA0255	0	NA	NA	M	40.83693	14.57942	1	53	14.75	40.75	Csa
ITA	P0030	PA0258	0	NA	NA	M	41.17051	14.17522	1	55	14.25	41.25	Csa
ITA	P0030	PA0261	0	NA	NA	M	41.17051	14.17522	1	55	14.25	41.25	Csa
ITA	P0030	PC0071	0	NA	NA	M	41.17051	14.17522	1	55	14.25	41.25	Csa
ITA	P0031	PA0264	0	NA	NA	M	41.42244	13.77876	0	34	13.75	41.25	Csa
ITA	P0031	PA0266	0	NA	NA	M	41.42244	13.77876	0	34	13.75	41.25	Csa
ITA	P0031	PC0072	0	NA	NA	M	41.42244	13.77876	0	34	13.75	41.25	Csa
ITA	P0032	PA0270	0	NA	NA	M	41.61725	12.8714	0	96	12.75	41.75	Csa
ITA	P0032	PA0273	0	NA	NA	M	41.61725	12.8714	0	96	12.75	41.75	Csa
ITA	P0032	PC0073	0	NA	NA	M	41.61725	12.8714	0	96	12.75	41.75	Csa
ITA	P0033	PA0275	0	NA	NA	M	42.00249	12.09421	0	66	12.25	42.25	Csa
ITA	P0033	PA0276	0	NA	NA	M	42.00249	12.09421	0	66	12.25	42.25	Csa
ITA	P0033	PC0074	0	NA	NA	M	42.00249	12.09421	0	66	12.25	42.25	Csa
SCO	Cullykhan Bay	PA0683	NA	NA	NA	M	57.68499	-2.27573	0	10	-2.25	57.75	Cfb
SCO	P0237	PA1569	0	NA	NA	M	56.12458	-3.94606	1	78	-3.75	56.25	Cfb
SCO	P0237	PA1573	0	NA	NA	M	56.12458	-3.94606	1	78	-3.75	56.25	Cfb
SCO	P0240	PA1576	1	NA	NA	M	56.32973	-3.72893	1	14	-3.75	56.25	Cfb
SCO	P0240	PA1580	0	NA	NA	M	56.32973	-3.72893	1	14	-3.75	56.25	Cfb
SCO	P0241	PA1583	0	NA	NA	M	56.40711	-3.21213	0	11	-3.25	56.25	Cfb
SCO	P0241	PA1586	0	NA	NA	M	56.40711	-3.21213	0	11	-3.25	56.25	Cfb
SCO	P0242	PA1588	0	NA	NA	M	56.50444	-2.75932	0	23	-2.75	56.75	Cfb
SCO	P0242	PA1591	0	NA	NA	M	56.50444	-2.75932	0	23	-2.75	56.75	Cfb
SCO	P0243	PA1595	0	NA	NA	M	57.02153	-2.59091	0	78	-2.75	57.25	Cfb
SCO	P0243	PA1597	0	NA	NA	M	57.02153	-2.59091	0	78	-2.75	57.25	Cfb
SCO	P0243	PC0030	0	NA	NA	M	57.02153	-2.59091	0	78	-2.75	57.25	Cfb
SCO	P0244	PA1600	0	NA	NA	M	57.28711	-2.87331	0	238	-2.75	57.25	Cfb
SCO	P0244	PA1604	0	NA	NA	M	57.28711	-2.87331	0	238	-2.75	57.25	Cfb
SCO	P0244	PC0031	0	NA	NA	M	57.28711	-2.87331	0	238	-2.75	57.25	Cfb
SCO	P0245	PA1606	0	NA	NA	M	57.32767	-3.02025	0	317	-3.25	57.25	Cfc
SCO	P0246	PA1610	0	NA	NA	M	57.50316	-3.13416	0	168	-3.25	57.75	Cfb
SCO	P0247	PA1611	0	NA	NA	M	57.52013	-3.20886	0	70	-3.25	57.75	Cfb
SCO	P0247	PA1612	0	NA	NA	M	57.51982	-3.20906	0	70	-3.25	57.75	Cfb
SCO	P0248	PA1617	0	NA	NA	M	57.68685	-2.77162	0	61	-2.75	57.75	Cfb
SCO	P0249	PA1624	1	NA	NA	M	57.66273	-2.3748	1	133	-2.25	57.75	Cfb
SCO	P0249	PA1627	0	NA	NA	M	57.66273	-2.3748	1	133	-2.25	57.75	Cfb
SCO	P0250	PA1630	0	NA	NA	M	57.63403	-3.56683	1	3	-3.75	57.75	Cfb
SCO	P0250	PA1634	0	NA	NA	M	57.63403	-3.56683	1	3	-3.75	57.75	Cfb
SCO	P0251	PA1637	0	NA	NA	M	57.51213	-4.25831	0	46	-4.25	57.75	Cfb
SCO	P0251	PA1639	0	NA	NA	M	57.51213	-4.25831	0	46	-4.25	57.75	Cfb
SCO	P0252	PA1644	1	NA	NA	M	57.59487	-4.42132	1	0	-4.25	57.75	Cfb
SCO	P0252	PA1646	0	NA	NA	M	57.59487	-4.42132	1	0	-4.25	57.75	Cfb
SCO	P0253	PA1651	0	NA	NA	M	57.89675	-5.16396	0	13	-5.25	57.75	Cfb
SCO	P0253	PA1652	0	NA	NA	M	57.89675	-5.16396	0	13	-5.25	57.75	Cfb
SCO	P0254	PA1656	0	NA	NA	M	57.61001	-4.91435	0	113	-4.75	57.75	Cfc
SCO	P0254	PA1657	0	NA	NA	M	57.61001	-4.91435	0	113	-4.75	57.75	Cfc
SCO	P0255	PA1621	0	NA	NA	M	57.40237	-5.48587	0	14	-5.25	57.25	Cfc
SCO	P0256	PA1674	0	NA	NA	M	57.44731	-6.58516	0	34	-6.75	57.25	Cfb
SCO	P0256	PA1675	0	NA	NA	M	57.44731	-6.58516	0	34	-6.75	57.25	Cfb
SCO	P0257	PA1659	0	NA	NA	M	57.58667	-6.37755	0	-2	-6.25	57.75	Cfb
SCO	P0257	PA1664	0	NA	NA	M	57.58667	-6.37755	0	-2	-6.25	57.75	Cfb
SCO	P0258	PA1666	0	NA	NA	M	57.27356	-5.72571	0	-2	-5.75	57.25	Cfb
SCO	P0258	PA1669	0	NA	NA	M	57.27356	-5.72571	0	-2	-5.75	57.25	Cfb
SCO	P0259	PA1680	0	NA	NA	M	57.41306	-6.19551	0	2	-6.25	57.25	Cfb
SCO	P0259	PA1682	0	NA	NA	M	57.41306	-6.19551	0	2	-6.25	57.25	Cfb
SCO	P0260	PA1685	0	NA	NA	M	57.24124	-5.90471	0	3	-5.75	57.25	Cfb
SCO	P0260	PA1687	0	NA	NA	M	57.24124	-5.90471	0	3	-5.75	57.25	Cfb
SCO	P0261	PA1691	0	NA	NA	M	57.07049	-4.78817	0	53	-4.75	57.25	Cfc
SCO	P0261	PA1693	0	NA	NA	M	57.07049	-4.78817	0	53	-4.75	57.25	Cfc
SCO	P0262	PA1698	0	NA	NA	M	56.81467	-5.10465	0	84	-5.25	56.75	Cfc
SCO	P0262	PA1700	0	NA	NA	M	56.81467	-5.10465	0	84	-5.25	56.75	Cfc
SCO	P0263	PA1701	0	NA	NA	M	56.6697	-5.01171	0	106	-5.25	56.75	Cfc
SCO	P0263	PA1703	0	NA	NA	M	56.6697	-5.01171	0	106	-5.25	56.75	Cfc
SCO	P0264	PA1707	0	NA	NA	M	56.57278	-5.38186	0	6	-5.25	56.75	Cfc
SCO	P0264	PA1708	0	NA	NA	M	56.57278	-5.38186	0	6	-5.25	56.75	Cfc
SCO	P0361	PA1714	1	NA	NA	M	56.42869	-5.23618	1	34	-5.25	56.25	Cfb
SCO	P0361	PA1718	NA	NA	NA	M	56.42869	-5.23618	1	34	-5.25	56.25	Cfb
SCO	P0362	PA1722	NA	1	NA	M	55.91952	-4.3345	1	51	-4.25	55.75	Cfb
SCO	P0362	PA1724	NA	NA	NA	M	55.91952	-4.3345	1	51	-4.25	55.75	Cfb
SCO	P0411	PA1727	0	NA	NA	M	56.23745	-5.07286	0	12	-5.25	56.25	Cfb
SCO	P0411	PA1728	0	NA	NA	M	56.23745	-5.07286	0	12	-5.25	56.25	Cfb
SCO	P0412	PA1732	0	NA	NA	M	56.04442	-4.37275	0	112	-4.25	56.25	Cfb
SCO	P0412	PA1734	0	NA	NA	M	56.04442	-4.37275	0	112	-4.25	56.25	Cfb
SPB	P0049	PA0170	NA	NA	NA	M	41.49955	2.25038	0	215	2.25	41.25	Csa
SPB	P0049	PC0049	NA	NA	NA	M	41.49955	2.25038	0	215	2.25	41.25	Csa
SPB	P0050	PA0174	NA	NA	NA	M	41.54554	2.39065	0	139	2.25	41.75	Cfb
SPB	P0050	PA0177	NA	NA	NA	M	41.54554	2.39065	0	139	2.25	41.75	Cfb
SPB	P0051	PA0179	NA	NA	NA	M	41.5901	2.48788	0	311	2.25	41.75	Cfb
SPB	P0051	PA0183	NA	NA	NA	M	41.5901	2.48788	0	311	2.25	41.75	Cfb
SPB	P0051	PC0051	NA	NA	NA	M	41.5901	2.48788	0	311	2.25	41.75	Cfb
SPB	P0052	PA0186	NA	NA	NA	M	41.68125	2.80026	1	52	2.75	41.75	Cfa
SPB	P0052	PA0187	NA	NA	NA	M	41.68125	2.80026	1	52	2.75	41.75	Cfa
SPB	P0052	PC0052	NA	NA	NA	M	41.68125	2.80026	1	52	2.75	41.75	Cfa
SPB	P0053	PA0192	NA	NA	1	M	41.72021	2.93283	0	2	2.75	41.75	Cfa
SPB	P0053	PA0195	NA	NA	NA	M	41.72021	2.93283	0	2	2.75	41.75	Cfa
SPB	P0054	PA0197	NA	NA	NA	M	41.72473	2.92705	1	1	2.75	41.75	Cfa
SPB	P0054	PA0198	NA	NA	NA	M	41.72473	2.92705	1	1	2.75	41.75	Cfa
SPB	P0054	PC0054	NA	NA	NA	M	41.72473	2.92705	1	1	2.75	41.75	Cfa
SPB	P0055	PA0203	NA	NA	NA	M	41.72872	2.9077	1	13	2.75	41.75	Cfa
SPB	P0055	PA0205	NA	NA	NA	M	41.72872	2.9077	1	13	2.75	41.75	Cfa
SPB	P0055	PC0055	NA	NA	NA	M	41.72872	2.9077	1	13	2.75	41.75	Cfa
SPB	P0056	PA0212	NA	NA	NA	M	41.81333	2.89628	0	131	2.75	41.75	Cfa
SPB	P0056	PA0214	NA	NA	NA	M	41.81333	2.89628	0	131	2.75	41.75	Cfa
SPB	P0056	PC0056	NA	NA	NA	M	41.81333	2.89628	0	131	2.75	41.75	Cfa
SPB	P0057	PA0219	NA	NA	NA	M	41.98849	2.76073	0	92	2.75	41.75	Cfa
SPB	P0057	PA0221	NA	NA	NA	M	41.98849	2.76073	0	92	2.75	41.75	Cfa
SPB	P0057	PC0057	NA	NA	NA	M	41.98849	2.76073	0	92	2.75	41.75	Cfa
SPB	P0058	PA0226	NA	NA	NA	M	41.76004	2.69002	0	58	2.75	41.75	Cfa
SPB	P0058	PA0227	NA	NA	NA	M	41.76004	2.69002	0	58	2.75	41.75	Cfa
SPB	P0058	PC0058	NA	NA	NA	M	41.76004	2.69002	0	58	2.75	41.75	Cfa
SPB	P0059	PA0232	NA	NA	NA	M	41.78333	2.56798	0	257	2.75	41.75	Cfa
SPC	P0097	PA0337	0	0	0	M	42.1047	-5.44507	0	738	-5.25	42.25	Csb
SPC	P0097	PA0339	0	0	0	M	42.1047	-5.44507	0	738	-5.25	42.25	Csb
SPC	P0097	PC0097	0	0	0	M	42.1047	-5.44507	0	738	-5.25	42.25	Csb
SPC	P0098	PA0353	0	0	0	M	40.5131	-3.89824	0	718	-3.75	40.75	Csb
SPC	P0098	PA0356	0	0	0	M	40.5131	-3.89824	0	718	-3.75	40.75	Csb
SPC	P0098	PC0099	0	0	0	M	40.5131	-3.89824	0	718	-3.75	40.75	Csb
SPC	P0099	PA0343	0	0	0	M	40.41881	-4.64537	0	750	-4.75	40.25	Csb
