#OTU ID	taxonomy
seq_8347	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8348	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8349	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8350	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8351	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8352	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8353	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8354	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8355	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8356	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8357	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8358	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8359	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8360	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8361	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8362	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8363	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8364	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8365	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8366	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8367	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8368	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8369	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8370	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8371	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8372	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8373	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8374	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8375	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8376	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8377	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8378	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8379	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8380	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8381	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8382	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8383	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8384	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8385	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8386	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8387	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8388	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8389	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8390	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8391	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8392	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8393	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8394	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8395	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8396	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8397	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8398	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8399	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8400	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8401	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8402	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8403	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8404	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8405	Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8406	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8407	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8408	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8409	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8410	Unclassified;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8411	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8412	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8413	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8414	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8415	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8416	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8417	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8418	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8419	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8420	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8421	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8422	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8423	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8424	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8425	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8426	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8427	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8428	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8429	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8430	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8431	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8432	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8433	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8434	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8435	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8436	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8437	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8438	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8439	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8440	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8441	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8442	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8443	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8444	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8445	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8446	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8447	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8448	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8449	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8450	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8451	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8452	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8453	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8454	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8455	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8456	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8457	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8458	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8459	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8460	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8461	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8462	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8463	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8464	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8465	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8466	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8467	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8468	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8469	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8470	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8471	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8472	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8473	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8474	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8475	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8476	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8477	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8478	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8479	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8480	Eukaryota;Euglenozoa;Euglenida;Aphagea;Aphagea_fa;Distigma
seq_8481	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8482	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8483	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8484	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8485	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8486	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8487	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8488	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8489	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8490	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8491	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8492	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8493	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8494	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8495	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8496	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8497	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8498	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8499	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8500	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8501	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8502	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8503	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8504	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8505	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8506	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8507	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8508	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8509	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8510	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8511	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8512	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8513	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8514	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8515	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8516	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8517	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8518	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8519	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8520	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8521	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8522	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8523	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8524	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8525	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8526	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8527	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8528	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8529	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8530	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8531	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8532	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8533	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8534	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8535	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8536	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8537	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8538	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8539	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8540	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8541	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8542	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8543	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8544	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8545	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8546	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8547	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8548	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8549	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8550	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8551	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8552	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8553	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8554	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8555	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8556	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8557	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8558	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8559	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8560	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8561	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8562	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8563	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8564	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8565	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8566	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8567	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8568	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8569	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8570	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8571	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8572	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8573	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8574	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8575	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8576	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8577	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8578	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8579	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8580	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8581	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8582	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8583	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8584	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8585	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8586	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8587	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8588	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8589	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8590	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8591	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8592	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8593	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8594	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8595	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8596	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8597	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8598	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8599	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8600	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8601	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8602	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8603	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8604	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8605	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8606	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8607	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8608	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8609	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8610	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8611	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8612	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8613	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8614	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8615	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8616	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8617	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8618	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8619	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8620	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8621	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8622	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8623	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8624	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8625	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8626	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8627	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8628	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8629	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8630	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8631	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8632	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8633	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8634	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8635	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8636	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8637	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8638	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8639	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8640	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_8641	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_8642	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
