#OTU ID	taxonomy
seq_757	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_758	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_759	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_760	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_761	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_762	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_763	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_764	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_765	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_766	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_767	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_768	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_769	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_770	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_771	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_772	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_773	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_774	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_775	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_776	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_777	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_778	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_779	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_780	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_781	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_782	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_783	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_784	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_785	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_786	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_787	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_788	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_789	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_790	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_791	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_792	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_793	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_794	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_795	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_796	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_797	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_798	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_799	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_800	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_801	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_802	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_803	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_804	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_805	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_806	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_807	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_808	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_809	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_810	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_811	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_812	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_813	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_814	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_815	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_816	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_817	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_818	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_819	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_820	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_821	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_822	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_823	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_824	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_825	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_826	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_827	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_828	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_829	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_830	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_831	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_832	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_833	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_834	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_835	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_836	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_837	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_838	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_839	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_840	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_841	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_842	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_843	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_844	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_845	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_846	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_847	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_848	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_849	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_850	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_851	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_852	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_853	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_854	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Unclassified
seq_855	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_856	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_857	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_858	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_859	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_860	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_861	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_862	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_863	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_864	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_865	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_866	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_867	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_868	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_869	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_870	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_871	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_872	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_873	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_874	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_875	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_876	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_877	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_878	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_879	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_880	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_881	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_882	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_883	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_884	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_885	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_886	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_887	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_888	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_889	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_890	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_891	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_892	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_893	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_894	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_895	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_896	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_897	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_898	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_899	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_900	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_901	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_902	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_903	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_904	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_905	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_906	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_907	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_908	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_909	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_910	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_911	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_912	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_913	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_914	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_915	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_916	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_917	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_918	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_919	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_920	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_921	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_922	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_923	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_924	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_925	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_926	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_927	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_928	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_929	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_930	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_931	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_932	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_933	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_934	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_935	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_936	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_937	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_938	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_939	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_940	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_941	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_942	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_943	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_944	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_945	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_946	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_947	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_948	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_949	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_950	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_951	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_952	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_953	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_954	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_955	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_956	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_957	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_958	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_959	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_960	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_961	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_962	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_963	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_964	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_965	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_966	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_967	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_968	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_969	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_970	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_971	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_972	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_973	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_974	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_975	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_976	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_977	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_978	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_979	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_980	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_981	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_982	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_983	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_984	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_985	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_986	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_987	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_988	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_989	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_990	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_991	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_992	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_993	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_994	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_995	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_996	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_997	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_998	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_999	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_1000	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1001	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_1002	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1003	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1004	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1005	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_1006	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1007	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1008	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1009	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1010	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1011	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_1012	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1013	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1014	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1015	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1016	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1017	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_1018	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1019	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1020	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1021	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1022	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1023	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1024	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1025	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1026	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_1027	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1028	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_1029	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1030	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1031	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1032	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1033	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1034	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1035	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1036	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1037	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_1038	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_1039	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1040	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1041	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_1042	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1043	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1044	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1045	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1046	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_1047	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1048	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1049	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_1050	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1051	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_1052	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_1053	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1054	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1055	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1056	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1057	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1058	Eukaryota;Unclassified;Unclassified;Unclassified;Unclassified;Unclassified
seq_1059	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
seq_1060	Eukaryota;Opisthokonta_ph;Aphelidea;Aphelidea_or;Aphelidea_fa;Aphelidium
